# Middle Chinese to Mandarin syllable mapping (work in progress)
# version: 20190512
# author: hhliow (github.com/hhliow)
# license: cc by-nc-sa 4.0
# The Middle Chinese syllables are transcribed using Baxter transcription.
# The Mandarin IPA transcription is intended to reflect the system of 洪武正韻譯訓. The following modern phonetic realization are not marked explicitly:
#  Merge of syllable codae -p -t -k to glottal stop [ʔ];
#  Omission of breathiness in breathy fricatives ʂʱ ʃʱ sʱ fʱ ɦ (resulting in merge with [ʂ] [ʃ] [s] [f] [h]~[x] respectively);
#  Palatalization and frictivization of /k/ /g/ /ŋ/ /ʔ/ /h/ /ɦ/ before /i/ or /y/;
#  Merge of -iaw and -iɛw.
kwangx_ghiunh_entry	middle_chinese_to_mandarin_mapping
4307(樊)	樊(bjon)->樊(fʱȁn)
4310(燔)	燔(bjon)->燔(fʱȁn)
4311(膰)	膰(bjon)->膰(fʱȁn)
4316(蟠)	蟠(bjon)->蟠(fʱȁn)
4317(蕃)	蕃(bjon)->蕃(fʱȁn)
4318(蠜)	蠜(bjon)->蠜(fʱȁn)
4319(礬)	礬(bjon)->礬(fʱȁn)
4324(笲)	笲(bjon)->笲(fʱȁn)
4328(袢)	袢(bjon)->袢(fʱȁn)
4330(緐)	緐(bjon)->緐(fʱȁn)
4330(緐)	繁(bjon)->繁(fʱȁn)
4332(墦)	墦(bjon)->墦(fʱȁn)
4338(飜)	飜(phjon)->飜(fan)
4338(飜)	翻(phjon)->翻(fan)
4339(翻)	翻(phjon)->翻(fan)
4339(翻)	繙(phjon)->繙(fan)
4339(翻)	飜(phjon)->飜(fan)
4340(旛)	旛(phjon)->旛(fan)
4341(番)	番(phjon)->番(fan)
4341(番)	蹯(phjon)->蹯(fan)
4342(幡)	幡(phjon)->幡(fan)
4345(轓)	轓(phjon)->轓(fan)
4346(繙)	繙(phjon)->繙(fan)
4346(繙)	翻(phjon)->翻(fan)
4347(反)	反(phjon)->反(fan)
4348(暄)	暄(xjwon)->暄(hyuɛn)
4349(煖)	暖(xjwon)->暖(hyuɛn)
4349(煖)	煖(xjwon)->煖(hyuɛn)
4351(萱)	萱(xjwon)->萱(hyuɛn)
4352(䁔)	䁔(xjwon)->䁔(hyuɛn)
4353(諼)	諼(xjwon)->諼(hyuɛn)
4354(塤)	塤(xjwon)->塤(hyuɛn)
4355(壎)	壎(xjwon)->壎(hyuɛn)
4359(喧)	喧(xjwon)->喧(hyuɛn)
4360(諠)	諠(xjwon)->諠(hyuɛn)
4362(讙)	讙(xjwon)->讙(hyuɛn)
4367(鴛)	鴛('jwon)->鴛(ʔyuɛn)
4368(冤)	冤('jwon)->冤(ʔyuɛn)
4368(冤)	寃('jwon)->寃(ʔyuɛn)
4369(㠾)	㠾('jwon)->㠾(ʔyuɛn)
4370(鵷)	鵷('jwon)->鵷(ʔyuɛn)
4374(宛)	宛('jwon)->宛(ʔyuɛn)
4375(蜿)	蜿('jwon)->蜿(ʔyuɛn)
4378(怨)	怨('jwon)->怨(ʔyuɛn)
4381(䡝)	䡝('jwon)->䡝(ʔyuɛn)
4384(眢)	眢('jwon)->眢(ʔyuɛn)
4385(言)	言(ngjon)->言(jiɛ̏n)
4385(言)	訁(ngjon)->訁(jiɛ̏n)
4385(言)	讠(ngjon)->讠(jiɛ̏n)
4387(甗)	甗(ngjon)->甗(jiɛ̏n)
4388(䇾)	䇾(ngjon)->䇾(jiɛ̏n)
4390(攑)	攑(khjon)->攑(kʰiɛn)
4392(軒)	軒(xjon)->軒(hiɛn)
4393(掀)	掀(xjon)->掀(hiɛn)
4394(鶱)	鶱(xjon)->鶱(hiɛn)
4399(𣘖)	𣘖(kjon)->𣘖(kiɛn)
4401(鞬)	鞬(kjon)->鞬(kiɛn)
4407(䭈)	䭈(kjon)->䭈(kiɛn)
4410(蔫)	蔫('jon)->蔫(ʔiɛn)
4411(焉)	焉('jon)->焉(ʔiɛn)
4412(蕃)	蕃(pjon)->蕃(fan)
4413(藩)	藩(pjon)->藩(fan)
4414(轓)	轓(pjon)->轓(fan)
4421(䰟)	䰟(hwon)->䰟(ɦȕn)
4430(渾)	渾(hwon)->渾(ɦȕn)
4431(沄)	沄(hwon)->沄(ɦȕn)
4445(昆)	昆(kwon)->昆(kun)
4446(晜)	晜(kwon)->晜(kun)
4450(褌)	褌(kwon)->褌(kun)
4451(崐)	崐(kwon)->崐(kun)
4451(崐)	崑(kwon)->崑(kun)
4452(琨)	琨(kwon)->琨(kun)
4453(鵾)	鵾(kwon)->鵾(kun)
4454(鶤)	鶤(kwon)->鶤(kun)
4455(鯤)	鯤(kwon)->鯤(kun)
4456(䖵)	䖵(kwon)->䖵(kun)
4457(蜫)	蜫(kwon)->蜫(kun)
4460(錕)	錕(kwon)->錕(kun)
4464(騉)	騉(kwon)->騉(kun)
4466(溫)	溫('won)->溫(ʔun)
4467(輼)	轀('won)->轀(ʔun)
4467(輼)	輼('won)->輼(ʔun)
4474(緼)	縕('won)->縕(ʔun)
4474(緼)	緼('won)->緼(ʔun)
4478(門)	門(mwon)->門(mȕn)
4479(捫)	捫(mwon)->捫(mȕn)
4480(樠)	樠(mwon)->樠(mȕn)
4481(虋)	虋(mwon)->虋(mȕn)
4482(璊)	璊(mwon)->璊(mȕn)
4483(亹)	亹(mwon)->亹(mȕn)
4491(孫)	孫(swon)->孫(sun)
4492(蓀)	蓀(swon)->蓀(sun)
4493(飧)	飱(swon)->飱(sun)
4493(飧)	飧(swon)->飧(sun)
4497(尊)	尊(tswon)->尊(tsun)
4501(繜)	繜(tswon)->繜(tsun)
4502(存)	存(dzwon)->存(tsʱȕn)
4503(蹲)	蹲(dzwon)->蹲(tsʱȕn)
4507(敦)	敦(twon)->敦(tun)
4508(惇)	惇(twon)->惇(tun)
4509(弴)	弴(twon)->弴(tun)
4512(墩)	墩(twon)->墩(tun)
4514(暾)	暾(thwon)->暾(tʰun)
4517(𪏆)	𪏆(thwon)->𪏆(tʰun)
4521(屯)	屯(dwon)->屯(tʱȕn)
4522(豚)	豚(dwon)->豚(tʱȕn)
4523(㹠)	㹠(dwon)->㹠(tʱȕn)
4526(臀)	臀(dwon)->臀(tʱȕn)
4530(軘)	軘(dwon)->軘(tʱȕn)
4536(燉)	燉(dwon)->燉(tʱȕn)
4537(忳)	忳(dwon)->忳(tʱȕn)
4539(芚)	芚(dwon)->芚(tʱȕn)
4540(庉)	庉(dwon)->庉(tʱȕn)
4543(村)	村(tshwon)->村(tsʰun)
4543(村)	邨(tshwon)->邨(tsʰun)
4548(盆)	盆(bwon)->盆(pʱȕn)
4549(葐)	葐(bwon)->葐(pʱȕn)
4551(湓)	湓(bwon)->湓(pʱȕn)
4552(奔)	奔(pwon)->奔(pun)
4553(賁)	賁(pwon)->賁(pun)
4555(犇)	犇(pwon)->犇(pun)
4556(論)	論(lwon)->論(lȕn)
4557(崘)	崘(lwon)->崘(lȕn)
4557(崘)	崙(lwon)->崙(lȕn)
4558(掄)	掄(lwon)->掄(lȕn)
4560(坤)	坤(khwon)->坤(kʰun)
4567(昏)	昏(xwon)->昏(hun)
4567(昏)	昬(xwon)->昬(hun)
4568(惛)	惛(xwon)->惛(hun)
4569(婚)	婚(xwon)->婚(hun)
4570(棔)	棔(xwon)->棔(hun)
4571(閽)	閽(xwon)->閽(hun)
4572(殙)	殙(xwon)->殙(hun)
4575(噴)	噴(phwon)->噴(pʰun)
4576(歕)	歕(phwon)->歕(pʰun)
4578(痕)	痕(hon)->痕(ɦə̏n)
4579(鞎)	鞎(hon)->鞎(ɦə̏n)
4582(根)	根(kon)->根(kən)
4583(跟)	跟(kon)->跟(kən)
4586(恩)	恩('on)->恩(ʔən)
4590(垠)	垠(ngon)->垠(ŋə̏n)
4590(垠)	圻(ngon)->圻(ŋə̏n)
4591(圻)	圻(ngon)->圻(ŋə̏n)
4591(圻)	垠(ngon)->垠(ŋə̏n)
4593(寒)	寒(han)->寒(ɦɑ̏n)
4595(韓)	韓(han)->韓(ɦɑ̏n)
4597(翰)	翰(han)->翰(ɦɑ̏n)
4598(鶾)	鶾(han)->鶾(ɦɑ̏n)
4599(邯)	邯(han)->邯(ɦɑ̏n)
4600(邗)	邗(han)->邗(ɦɑ̏n)
4602(汗)	汗(han)->汗(ɦɑ̏n)
4604(䮧)	䮧(han)->䮧(ɦɑ̏n)
4605(豻)	豻(ngan)->豻(ŋɑ̏n)
4606(犴)	犴(ngan)->犴(ŋɑ̏n)
4609(單)	單(tan)->單(tan)
4609(單)	単(tan)->単(tan)
4610(襌)	襌(tan)->襌(tan)
4611(鄲)	鄲(tan)->鄲(tan)
4612(丹)	丹(tan)->丹(tan)
4613(殫)	殫(tan)->殫(tan)
4614(簞)	簞(tan)->簞(tan)
4615(匰)	匰(tan)->匰(tan)
4617(癉)	癉(tan)->癉(tan)
4619(安)	安('an)->安(ʔɑn)
4621(鞌)	鞌('an)->鞌(ʔɑn)
4621(鞌)	鞍('an)->鞍(ʔɑn)
4624(難)	難(nan)->難(nȁn)
4628(餐)	餐(tshan)->餐(tsʰan)
4631(灘)	潬(than)->潬(tʰan)
4631(灘)	灘(than)->灘(tʰan)
4632(嘽)	嘽(than)->嘽(tʰan)
4633(嘆)	嘆(than)->嘆(tʰan)
4633(嘆)	歎(than)->歎(tʰan)
4637(攤)	攤(than)->攤(tʰan)
4640(㨏)	㨏(than)->㨏(tʰan)
4646(壇)	壇(dan)->壇(tʱȁn)
4647(檀)	檀(dan)->檀(tʱȁn)
4648(鷤)	鷤(dan)->鷤(tʱȁn)
4650(撣)	撣(dan)->撣(tʱȁn)
4651(彈)	彈(dan)->彈(tʱȁn)
4651(彈)	弾(dan)->弾(tʱȁn)
4652(驒)	驒(dan)->驒(tʱȁn)
4652(驒)	騨(dan)->騨(tʱȁn)
4653(驙)	驙(dan)->驙(tʱȁn)
4658(聅)	聅(dan)->聅(tʱȁn)
4661(殘)	殘(dzan)->殘(tsʱȁn)
4664(戔)	戔(dzan)->戔(tsʱȁn)
4668(干)	干(kan)->干(kɑn)
4668(干)	乾(kan)->乾(kɑn)
4669(乾)	乾(kan)->乾(kɑn)
4669(乾)	亁(kan)->亁(kɑn)
4671(竿)	竿(kan)->竿(kɑn)
4672(肝)	肝(kan)->肝(kɑn)
4673(奸)	奸(kan)->奸(kɑn)
4675(玕)	玕(kan)->玕(kɑn)
4681(忓)	忓(kan)->忓(kɑn)
4684(蘭)	蘭(lan)->蘭(lȁn)
4685(瀾)	瀾(lan)->瀾(lȁn)
4686(闌)	闌(lan)->闌(lȁn)
4687(讕)	讕(lan)->讕(lȁn)
4689(𨷻)	𨷻(lan)->𨷻(lȁn)
4690(籣)	籣(lan)->籣(lȁn)
4692(欄)	欄(lan)->欄(lȁn)
4693(躝)	躝(lan)->躝(lȁn)
4694(幱)	幱(lan)->幱(lȁn)
4694(幱)	襕(lan)->襕(lȁn)
4694(幱)	襴(lan)->襴(lȁn)
4696(看)	看(khan)->看(kʰɑn)
4698(栞)	栞(khan)->栞(kʰɑn)
4700(靬)	靬(khan)->靬(kʰɑn)
4702(刊)	刋(khan)->刋(kʰɑn)
4702(刊)	刊(khan)->刊(kʰɑn)
4705(濡)	濡(nwan)->濡(nwɔ̏n)
4706(桓)	桓(hwan)->桓(ɦwɔ̏n)
4707(完)	完(hwan)->完(ɦwɔ̏n)
4710(丸)	丸(hwan)->丸(ɦwɔ̏n)
4711(瓛)	瓛(hwan)->瓛(ɦwɔ̏n)
4712(紈)	紈(hwan)->紈(ɦwɔ̏n)
4714(萑)	雈(hwan)->雈(ɦwɔ̏n)
4714(萑)	萑(hwan)->萑(ɦwɔ̏n)
4715(洹)	洹(hwan)->洹(ɦwɔ̏n)
4716(汍)	汍(hwan)->汍(ɦwɔ̏n)
4718(芄)	芄(hwan)->芄(ɦwɔ̏n)
4719(豲)	豲(hwan)->豲(ɦwɔ̏n)
4720(梡)	梡(hwan)->梡(ɦwɔ̏n)
4721(荁)	荁(hwan)->荁(ɦwɔ̏n)
4726(貆)	貆(hwan)->貆(ɦwɔ̏n)
4728(峘)	峘(hwan)->峘(ɦwɔ̏n)
4734(捖)	捖(hwan)->捖(ɦwɔ̏n)
4735(岏)	岏(ngwan)->岏((ŋ)wɔ̏n)
4736(刓)	刓(ngwan)->刓((ŋ)wɔ̏n)
4737(园)	园(ngwan)->园((ŋ)wɔ̏n)
4738(忨)	忨(ngwan)->忨((ŋ)wɔ̏n)
4739(蚖)	蚖(ngwan)->蚖((ŋ)wɔ̏n)
4741(羱)	羱(ngwan)->羱((ŋ)wɔ̏n)
4743(抏)	抏(ngwan)->抏((ŋ)wɔ̏n)
4745(端)	端(twan)->端(twɔn)
4746(褍)	褍(twan)->褍(twɔn)
4747(剬)	剬(twan)->剬(twɔn)
4748(𧤗)	𧤗(twan)->𧤗(twɔn)
4749(耑)	耑(twan)->耑(twɔn)
4756(剜)	剜('wan)->剜(ʔwɔn)
4757(眢)	眢('wan)->眢(ʔwɔn)
4758(豌)	豌('wan)->豌(ʔwɔn)
4759(蜿)	蜿('wan)->蜿(ʔwɔn)
4762(湍)	湍(thwan)->湍(tʰwɔn)
4763(貒)	貒(thwan)->貒(tʰwɔn)
4766(煓)	煓(thwan)->煓(tʰwɔn)
4768(酸)	酸(swan)->酸(swɔn)
4769(狻)	狻(swan)->狻(swɔn)
4772(𩆑)	𩆑(swan)->𩆑(swɔn)
4773(團)	團(dwan)->團(tʱwɔ̏n)
4773(團)	団(dwan)->団(tʱwɔ̏n)
4774(慱)	慱(dwan)->慱(tʱwɔ̏n)
4775(篿)	篿(dwan)->篿(tʱwɔ̏n)
4776(剸)	剸(dwan)->剸(tʱwɔ̏n)
4779(敦)	敦(dwan)->敦(tʱwɔ̏n)
4780(漙)	漙(dwan)->漙(tʱwɔ̏n)
4781(鷒)	鷒(dwan)->鷒(tʱwɔ̏n)
4782(𪆃)	𪆃(dwan)->𪆃(tʱwɔ̏n)
4783(摶)	摶(dwan)->摶(tʱwɔ̏n)
4786(巑)	巑(dzwan)->巑(tsʱwɔ̏n)
4788(菆)	菆(dzwan)->菆(tsʱwɔ̏n)
4790(酇)	酇(dzwan)->酇(tsʱwɔ̏n)
4791(穳)	穳(dzwan)->穳(tsʱwɔ̏n)
4794(官)	官(kwan)->官(kwɔn)
4796(莞)	莞(kwan)->莞(kwɔn)
4797(棺)	棺(kwan)->棺(kwɔn)
4798(觀)	觀(kwan)->觀(kwɔn)
4798(觀)	観(kwan)->観(kwɔn)
4798(觀)	覌(kwan)->覌(kwɔn)
4799(貫)	貫(kwan)->貫(kwɔn)
4800(冠)	冠(kwan)->冠(kwɔn)
4801(涫)	涫(kwan)->涫(kwɔn)
4802(倌)	倌(kwan)->倌(kwɔn)
4804(鑾)	鑾(lwan)->鑾(lwɔ̏n)
4805(鸞)	鸞(lwan)->鸞(lwɔ̏n)
4805(鸞)	鵉(lwan)->鵉(lwɔ̏n)
4806(巒)	巒(lwan)->巒(lwɔ̏n)
4807(欒)	欒(lwan)->欒(lwɔ̏n)
4807(欒)	灤(lwan)->灤(lwɔ̏n)
4808(羉)	羉(lwan)->羉(lwɔ̏n)
4812(臠)	臠(lwan)->臠(lwɔ̏n)
4813(灤)	灤(lwan)->灤(lwɔ̏n)
4813(灤)	欒(lwan)->欒(lwɔ̏n)
4816(圞)	圝(lwan)->圝(lwɔ̏n)
4816(圞)	圞(lwan)->圞(lwɔ̏n)
4818(歡)	歡(xwan)->歡(hwɔn)
4818(歡)	歓(xwan)->歓(hwɔn)
4818(歡)	懽(xwan)->懽(hwɔn)
4819(懽)	懽(xwan)->懽(hwɔn)
4819(懽)	歡(xwan)->歡(hwɔn)
4819(懽)	歓(xwan)->歓(hwɔn)
4820(驩)	驩(xwan)->驩(hwɔn)
4822(貛)	貛(xwan)->貛(hwɔn)
4829(讙)	讙(xwan)->讙(hwɔn)
4831(寬)	寬(khwan)->寬(kʰwɔn)
4831(寬)	寛(khwan)->寛(kʰwɔn)
4832(髖)	髖(khwan)->髖(kʰwɔn)
4833(鑚)	鑽(tswan)->鑽(tswɔn)
4833(鑚)	鑚(tswan)->鑚(tswɔn)
4839(槃)	槃(ban)->槃(pʱwɔ̏n)
4840(盤)	盤(ban)->盤(pʱwɔ̏n)
4842(柈)	柈(ban)->柈(pʱwɔ̏n)
4843(瘢)	瘢(ban)->瘢(pʱwɔ̏n)
4844(磻)	磻(ban)->磻(pʱwɔ̏n)
4845(幋)	幋(ban)->幋(pʱwɔ̏n)
4846(磐)	磐(ban)->磐(pʱwɔ̏n)
4847(䰉)	䰉(ban)->䰉(pʱwɔ̏n)
4848(般)	般(ban)->般(pʱwɔ̏n)
4850(搫)	搫(ban)->搫(pʱwɔ̏n)
4851(鞶)	鞶(ban)->鞶(pʱwɔ̏n)
4852(繁)	繁(ban)->繁(pʱwɔ̏n)
4852(繁)	緐(ban)->緐(pʱwɔ̏n)
4855(媻)	媻(ban)->媻(pʱwɔ̏n)
4856(縏)	縏(ban)->縏(pʱwɔ̏n)
4857(蟠)	蟠(ban)->蟠(pʱwɔ̏n)
4861(瞞)	瞞(man)->瞞(mwɔ̏n)
4863(謾)	謾(man)->謾(mwɔ̏n)
4864(蹣)	蹣(man)->蹣(mwɔ̏n)
4866(饅)	饅(man)->饅(mwɔ̏n)
4868(鏝)	鏝(man)->鏝(mwɔ̏n)
4869(槾)	槾(man)->槾(mwɔ̏n)
4870(墁)	墁(man)->墁(mwɔ̏n)
4872(鞔)	鞔(man)->鞔(mwɔ̏n)
4873(樠)	樠(man)->樠(mwɔ̏n)
4874(鰻)	鰻(man)->鰻(mwɔ̏n)
4875(曼)	曼(man)->曼(mwɔ̏n)
4876(蔓)	蔓(man)->蔓(mwɔ̏n)
4883(鬗)	鬗(man)->鬗(mwɔ̏n)
4885(潘)	潘(phan)->潘(pʰwɔn)
4887(番)	番(phan)->番(pʰwɔn)
4887(番)	蹯(phan)->蹯(pʰwɔn)
4888(拌)	拌(phan)->拌(pʰwɔn)
4891(𤳖)	𤳖(pan)->𤳖(pwɔn)
4892(般)	般(pan)->般(pwɔn)
4893(䈲)	䈲(pan)->䈲(pwɔn)
4895(刪)	刪(sraen)->刪(ʂan)
4896(訕)	訕(sraen)->訕(ʂan)
4897(潸)	潸(sraen)->潸(ʂan)
4897(潸)	𣽽(sraen)->𣽽(ʂan)
4900(關)	關(kwaen)->關(kwan)
4900(關)	関(kwaen)->関(kwan)
4900(關)	闗(kwaen)->闗(kwan)
4902(癏)	癏(kwaen)->癏(kwan)
4903(擐)	擐(kwaen)->擐(kwan)
4906(彎)	彎('waen)->彎(ʔwan)
4907(灣)	灣('waen)->灣(ʔwan)
4911(𣠯)	𣠯(srwaen)->𣠯(ʂwan)
4912(還)	還(hwaen)->還(ɦwȁn)
4913(環)	環(hwaen)->環(ɦwȁn)
4915(鬟)	鬟(hwaen)->鬟(ɦwȁn)
4916(寰)	寰(hwaen)->寰(ɦwȁn)
4917(闤)	闤(hwaen)->闤(ɦwȁn)
4919(鍰)	鍰(hwaen)->鍰(ɦwȁn)
4920(圜)	圜(hwaen)->圜(ɦwȁn)
4921(鐶)	鐶(hwaen)->鐶(ɦwȁn)
4922(轘)	轘(hwaen)->轘(ɦwȁn)
4924(䍺)	䍺(hwaen)->䍺(ɦwȁn)
4927(澴)	澴(hwaen)->澴(ɦwȁn)
4928(𩙽)	𩙽(hwaen)->𩙽(ɦwȁn)
4932(班)	班(paen)->班(pan)
4933(頒)	頒(paen)->頒(pan)
4933(頒)	朌(paen)->朌(pan)
4935(朌)	朌(paen)->朌(pan)
4935(朌)	頒(paen)->頒(pan)
4937(斑)	斑(paen)->斑(pan)
4940(般)	般(paen)->般(pan)
4941(斒)	斒(paen)->斒(pan)
4943(扳)	扳(paen)->扳(pan)
4945(蠻)	蠻(maen)->蠻(mȁn)
4951(𪑪)	𪑪(maen)->𪑪(mȁn)
4952(顏)	顏(ngaen)->顏((ŋ)jiȁn)
4952(顏)	顔(ngaen)->顔((ŋ)jiȁn)
4952(顏)	颜(ngaen)->颜((ŋ)jiȁn)
4954(姦)	姦(kaen)->姦(kian)
4955(菅)	菅(kaen)->菅(kian)
4956(葌)	葌(kaen)->葌(kian)
4958(攀)	攀(phaen)->攀(pʰan)
4960(眅)	眅(phaen)->眅(pʰan)
4963(頑)	頑(ngwaen)->頑((ŋ)wȁn)
4966(鬜)	鬜(khaen)->鬜(kʰian)
4967(跧)	跧(tsrwaen)->跧(ʈʂwan)
4968(山)	山(srean)->山(ʂan)
4969(疝)	疝(srean)->疝(ʂan)
4971(鰥)	鰥(kwean)->鰥(kwan)
4973(綸)	綸(kwean)->綸(kwan)
4974(閒)	閒(kean)->閒(kian)
4975(艱)	艱(kean)->艱(kian)
4976(囏)	囏(kean)->囏(kian)
4978(蕑)	蕑(kean)->蕑(kian)
4980(閑)	閑(hean)->閑(ɦiȁn)
4981(嫺)	嫺(hean)->嫺(ɦiȁn)
4981(嫺)	嫻(hean)->嫻(ɦiȁn)
4985(瞯)	瞯(hean)->瞯(ɦiȁn)
4988(憪)	憪(hean)->憪(ɦiȁn)
4989(慳)	慳(khean)->慳(kʰian)
4991(顅)	顅(khean)->顅(kʰian)
4992(掔)	掔(khean)->掔(kʰian)
4997(虥)	虥(dzrean)->虥(ʈʂʱȁn)
4998(潺)	潺(dzrean)->潺(ʈʂʱȁn)
4999(孱)	孱(dzrean)->孱(ʈʂʱȁn)
5008(虤)	虤(ngean)->虤((ŋ)jiȁn)
5011(殷)	殷('ean)->殷(ʔian)
5013(黫)	黫('ean)->黫(ʔian)
5014(斒)	斒(pean)->斒(pan)
5015(虨)	虨(pean)->虨(pan)
5016(斕)	斕(lean)->斕(lȁn)
5019(潾)	潾(lean)->潾(lȁn)
5030(湲)	湲(hwean)->湲(ɦwȁn)
5033(先)	先(sen)->先(siɛn)
5034(躚)	躚(sen)->躚(siɛn)
5035(蹮)	蹮(sen)->蹮(siɛn)
5036(𥑻)	𥑻(sen)->𥑻(siɛn)
5037(前)	前(dzen)->前(tsʱiɛ̏n)
5043(千)	千(tshen)->千(tsʰiɛn)
5045(阡)	阡(tshen)->阡(tsʰiɛn)
5047(仟)	仟(tshen)->仟(tsʰiɛn)
5048(芊)	芊(tshen)->芊(tsʰiɛn)
5048(芊)	茜(tshen)->茜(tsʰiɛn)
5049(谸)	谸(tshen)->谸(tsʰiɛn)
5052(箋)	箋(tsen)->箋(tsiɛn)
5053(牋)	牋(tsen)->牋(tsiɛn)
5056(帴)	帴(tsen)->帴(tsiɛn)
5057(韉)	韉(tsen)->韉(tsiɛn)
5059(湔)	湔(tsen)->湔(tsiɛn)
5061(𣚙)	𣚙(tsen)->𣚙(tsiɛn)
5063(濺)	濺(tsen)->濺(tsiɛn)
5064(籛)	籛(tsen)->籛(tsiɛn)
5064(籛)	篯(tsen)->篯(tsiɛn)
5065(𣝕)	𣝕(tsen)->𣝕(tsiɛn)
5067(天)	天(then)->天(tʰiɛn)
5073(堅)	堅(ken)->堅(kiɛn)
5078(肩)	肩(ken)->肩(kiɛn)
5080(豜)	豣(ken)->豣(kiɛn)
5080(豜)	豜(ken)->豜(kiɛn)
5083(菺)	菺(ken)->菺(kiɛn)
5086(鵳)	鵳(ken)->鵳(kiɛn)
5090(賢)	賢(hen)->賢(ɦiɛ̏n)
5092(弦)	弦(hen)->弦(ɦiɛ̏n)
5093(絃)	絃(hen)->絃(ɦiɛ̏n)
5094(舷)	舷(hen)->舷(ɦiɛ̏n)
5096(蚿)	蚿(hen)->蚿(ɦiɛ̏n)
5107(煙)	煙('en)->煙(ʔiɛn)
5107(煙)	菸('en)->菸(ʔiɛn)
5108(烟)	烟('en)->烟(ʔiɛn)
5111(燕)	燕('en)->燕(ʔiɛn)
5111(燕)	鷰('en)->鷰(ʔiɛn)
5111(燕)	讌('en)->讌(ʔiɛn)
5111(燕)	醼('en)->醼(ʔiɛn)
5112(咽)	咽('en)->咽(ʔiɛn)
5116(胭)	胭('en)->胭(ʔiɛn)
5116(胭)	臙('en)->臙(ʔiɛn)
5119(蓮)	蓮(len)->蓮(liɛ̏n)
5120(憐)	憐(len)->憐(liɛ̏n)
5121(怜)	怜(len)->怜(liɛ̏n)
5126(零)	零(len)->零(liɛ̏n)
5127(田)	田(den)->田(tʱiɛ̏n)
5128(佃)	佃(den)->佃(tʱiɛ̏n)
5129(畋)	畋(den)->畋(tʱiɛ̏n)
5131(塡)	塡(den)->塡(tʱiɛ̏n)
5131(塡)	填(den)->填(tʱiɛ̏n)
5133(闐)	闐(den)->闐(tʱiɛ̏n)
5133(闐)	⿵門眞(den)->⿵門眞(tʱiɛ̏n)
5136(鈿)	鈿(den)->鈿(tʱiɛ̏n)
5138(沺)	沺(den)->沺(tʱiɛ̏n)
5139(磌)	磌(den)->磌(tʱiɛ̏n)
5139(磌)	⿰石眞(den)->⿰石眞(tʱiɛ̏n)
5140(鷏)	鷏(den)->鷏(tʱiɛ̏n)
5140(鷏)	鷆(den)->鷆(tʱiɛ̏n)
5141(嗔)	嗔(den)->嗔(tʱiɛ̏n)
5141(嗔)	⿰口眞(den)->⿰口眞(tʱiɛ̏n)
5143(滇)	滇(den)->滇(tʱiɛ̏n)
5143(滇)	⿰氵眞(den)->⿰氵眞(tʱiɛ̏n)
5146(秊)	秊(nen)->秊(niɛ̏n)
5147(年)	年(nen)->年(niɛ̏n)
5149(顚)	顚(ten)->顚(tiɛn)
5149(顚)	顛(ten)->顛(tiɛn)
5150(㒹)	㒹(ten)->㒹(tiɛn)
5150(㒹)	⿰眞眞(ten)->⿰眞眞(tiɛn)
5152(𩥄)	𩥄(ten)->𩥄(tiɛn)
5152(𩥄)	⿰馬眞(ten)->⿰馬眞(tiɛn)
5153(槙)	槙(ten)->槙(tiɛn)
5153(槙)	槇(ten)->槇(tiɛn)
5154(瘨)	瘨(ten)->瘨(tiɛn)
5154(瘨)	⿸疒顚(ten)->⿸疒顚(tiɛn)
5156(滇)	滇(ten)->滇(tiɛn)
5156(滇)	⿰氵眞(ten)->⿰氵眞(tiɛn)
5158(巔)	巓(ten)->巓(tiɛn)
5158(巔)	巔(ten)->巔(tiɛn)
5160(𠑘)	𠑘(ten)->𠑘(tiɛn)
5161(傎)	傎(ten)->傎(tiɛn)
5161(傎)	⿰亻眞(ten)->⿰亻眞(tiɛn)
5162(蹎)	蹎(ten)->蹎(tiɛn)
5162(蹎)	⿰𧾷眞(ten)->⿰𧾷眞(tiɛn)
5164(牽)	牽(khen)->牽(kʰiɛn)
5167(汧)	汧(khen)->汧(kʰiɛn)
5169(𪊑)	𪊑(khen)->𪊑(kʰiɛn)
5170(掔)	掔(khen)->掔(kʰiɛn)
5171(岍)	岍(khen)->岍(kʰiɛn)
5171(岍)	岍(khen)->岍(kʰiɛn)
5172(雃)	雃(khen)->雃(kʰiɛn)
5172(雃)	雃(khen)->雃(kʰiɛn)
5173(姸)	姸(ngen)->姸(jiɛ̏n)
5173(姸)	妍(ngen)->妍(jiɛ̏n)
5175(硏)	硏(ngen)->硏(jiɛ̏n)
5181(眠)	眠(men)->眠(miɛ̏n)
5182(瞑)	瞑(men)->瞑(miɛ̏n)
5184(矏)	矏(men)->矏(miɛ̏n)
5184(矏)	矈(men)->矈(miɛ̏n)
5189(蠙)	𧓍(ben)->𧓍(pʱiɛ̏n)
5189(蠙)	蠙(ben)->蠙(pʱiɛ̏n)
5190(骿)	骿(ben)->骿(pʱiɛ̏n)
5191(軿)	輧(ben)->輧(pʱiɛ̏n)
5191(軿)	軿(ben)->軿(pʱiɛ̏n)
5192(駢)	騈(ben)->騈(pʱiɛ̏n)
5192(駢)	駢(ben)->駢(pʱiɛ̏n)
5194(胼)	腁(ben)->腁(pʱiɛ̏n)
5194(胼)	胼(ben)->胼(pʱiɛ̏n)
