index	廣韻小韻	middle_chinese_transcription	mandarin
2122	雺	通開一去冬明	mowngH	mǔŋ
2123	䃔	通開一去冬匣	howngH	ɦǔŋ
2124	用	通開三去鍾以	yowngH	jyǔŋ
2125	頌	通開三去鍾邪	zjowngH	szyǔŋ
2126	俸	通開三去鍾並	bjowngH	fvǔŋ
2127	共	通開三去鍾羣	gjowngH	gyǔŋ
2128	葑	通開三去鍾幫	pjowngH	fǔŋ
2129	供	通開三去鍾見	kjowngH	kyǔŋ
2130	雍	通開三去鍾影	'jowngH	ʔyǔŋ
2131	湩	通開三去鍾知	trjowngH	tʃyǔŋ
2132	縱	通開三去鍾精	tsjowngH	tsyǔŋ
2133	蹱	通開三去鍾徹	trhjowngH	tʃhyǔŋ
2134	䩸	通開三去鍾日	nyowngH	ʒyǔŋ
2135	種	通開三去鍾章	tsyowngH	tʃyǔŋ
2136	重	通開三去鍾澄	drjowngH	dʒyǔŋ
2137	贚	通開三去鍾來	ljowngH	lyǔŋ
2138	恐	通開三去鍾溪	khjowngH	khyǔŋ
2139	從	通開三去鍾從	dzjowngH	dzyǔŋ
2140	𢫨	通開三去鍾孃	nrjowngH	nyǔŋ
2141	絳	江開二去江見	kaewngH	kiɑ̌ŋ
2142	巷	江開二去江匣	haewngH	ɦiɑ̌ŋ
2143	戇	江開二去江知	traewngH	ʈʂwɑ̌ŋ
2144	䡴	江開二去江澄	draewngH	ɖʐwɑ̌ŋ
2145	𥈄	江開二去江徹	trhaewngH	ʈʂhwɑ̌ŋ
2146	漴	江開二去江崇	dzraewngH	ɖʐwɑ̌ŋ
2147	肨	江開二去江滂	phaewngH	phɑ̌ŋ
2148	䎫	江開二去江初	tsrhaewngH	ʈʂhwɑ̌ŋ
2149	淙	江開二去江生	sraewngH	ʂwɑ̌ŋ
2150	寘	止開三去支章	tsyeH	tʃiɨ̌
2151	避	止開三去支並A	bjieH	bǐ
2152	惴	止合三去支章	tsyweH	ʈʂǔi
2153	詈	止開三去支來	ljeH	lǐ
2154	豉	止開三去支常	dzyeH	ʃʒiɨ̌
2155	積	止開三去支精	tsjeH	tsɨ̌
2156	賜	止開三去支心	sjeH	sɨ̌
2157	爲	止合三去支云	hjweH	ǔi
2158	䞈	止合三去支見B	kjweH	kǔi
2159	帔	止開三去支滂B	phjeH	phǐ
2160	賁	止開三去支幫B	pjeH	pǐ
2161	髲	止開三去支並B	bjeH	bǐ
2162	累	止合三去支來	ljweH	lǔi
2163	寄	止開三去支見B	kjeH	kǐ
2164	臂	止開三去支幫A	pjieH	pǐ
2165	芰	止開三去支羣B	gjeH	gǐ
2166	刺	止開三去支清	tshjeH	tshɨ̌
2167	易	止開三去支以	yeH	jǐ
2168	議	止開三去支疑B	ngjeH	ŋjǐ
2169	譬	止開三去支滂A	phjieH	phǐ
2170	漬	止開三去支從	dzjeH	dzɨ̌
2171	智	止開三去支知	trjeH	tʃǐ
2172	倚	止開三去支影B	'jeH	ʔǐ
2173	縋	止合三去支澄	drjweH	ɖʐǔi
2174	吹	止合三去支昌	tsyhweH	ʈʂhǔi
2175	戲	止開三去支曉B	xjeH	hǐ
2176	企	止開三去支溪A	khjieH	khǐ
2177	縊	止開三去支影A	'jieH	ʔǐ
2178	翅	止開三去支書	syeH	ʃiɨ̌
2179	屣	止開三去支生	srjeH	ʂɨ̌
2180	觖	止合三去支溪A	khjwieH	khǔi
2181	餧	止合三去支影B	'jweH	ʔǔi
2182	僞	止合三去支疑B	ngjweH	ŋǔi
2183	毀	止合三去支曉B	xjweH	hǔi
2184	恚	止合三去支影A	'jwieH	ʔǔi
2185	睡	止合三去支常	dzyweH	ʂʐǔi
2186	馶	止開三去支見A	kjieH	kǐ
2187	䄲	止合三去支日	nyweH	ʒǔi
2188	卶	止開三去支昌	tsyheH	tʃhiɨ̌
2189	䅗	止合三去支心	sjweH	sǔi
2190	娷	止合三去支知	trjweH	ʈʂǔi
2191	瓗	止合三去支以	yweH	ǔi
2192	諉	止合三去支孃	nrjweH	nǔi
2193	瞡	止合三去支見A	kjwieH	kǔi
2194	𧙁	止開三去支莊	tsrjeH	ʈʂɨ̌
2195	孈	止合三去支曉A	xjwieH	hǔi
2196	㞆	止開三去支溪B	khjeH	khǐ
2197	至	止開三去脂章	tsyijH	tʃiɨ̌
2198	位	止合三去脂云	hwijH	ǔi
2199	郿	止開三去脂明B	mijH	mǐ
2200	遂	止合三去脂邪	zwijH	szǔi
2201	醉	止合三去脂精	tswijH	tsǔi
2202	邃	止合三去脂心	swijH	sǔi
2203	類	止合三去脂來	lwijH	lǔi
2204	祕	止開三去脂幫B	pijH	pǐ
2205	匱	止合三去脂羣B	gwijH	gǔi
2206	濞	止開三去脂滂B	phijH	phǐ
2207	備	止開三去脂並B	bijH	bǐ
2208	媿	止合三去脂見B	kwijH	kǔi
2209	帥	止合三去脂生	srwijH	ʂǔi
2210	喟	止合三去脂溪B	khwijH	khǔi
2211	豷	止合三去脂曉B	xwijH	hǔi
2212	嗜	止開三去脂常	dzyijH	ʃʒiɨ̌
2213	利	止開三去脂來	lijH	lǐ
2214	膩	止開三去脂孃	nrijH	nǐ
2215	屁	止開三去脂滂A	phjijH	phǐ
2216	劓	止開三去脂疑B	ngijH	ŋjǐ
2217	致	止開三去脂知	trijH	tʃǐ
2218	棄	止開三去脂溪A	khjijH	khǐ
2219	緻	止開三去脂澄	drijH	dʒǐ
2220	寐	止開三去脂明A	mjijH	mǐ
2221	杘	止開三去脂徹	trhijH	tʃhǐ
2222	冀	止開三去脂見B	kijH	kǐ
2223	臮	止開三去脂羣B	gijH	gǐ
2224	悸	止合三去脂羣A	gjwijH	gǔi
2225	翠	止合三去脂清	tshwijH	tshǔi
2226	二	止開三去脂日	nyijH	ɻ̌
2227	恣	止開三去脂精	tsijH	tsɨ̌
2228	次	止開三去脂清	tshijH	tshɨ̌
2229	懿	止開三去脂影B	'ijH	ʔǐ
2230	四	止開三去脂心	sijH	sɨ̌
2231	器	止開三去脂溪B	khijH	khǐ
2232	季	止合三去脂見A	kjwijH	kǔi
2233	鼻	止開三去脂並A	bjijH	bǐ
2234	䁤	止合三去脂曉A	xjwijH	hǔi
2235	痹	止開三去脂幫A	pjijH	pǐ
2236	萃	止合三去脂從	dzwijH	dzǔi
2237	地	止開三去脂定	dijH	dǐ
2238	齂	止開三去脂曉B	xijH	hǐ
2239	肄	止開三去脂以	yijH	jǐ
2240	示	止開三去脂船	zyijH	ʃʒiɨ̌
2241	自	止開三去脂從	dzijH	dzɨ̌
2242	墜	止合三去脂澄	drwijH	ɖʐǔi
2243	出	止合三去脂昌	tsyhwijH	ʈʂhǔi
2244	遺	止合三去脂以	ywijH	ǔi
2245	侐	止合三去脂曉A	xjwijH	hǔi
2246	轛	止合三去脂知	trwijH	ʈʂǔi
2247	痓	止開三去脂昌	tsyhijH	tʃhiɨ̌
2248	屍	止開三去脂書	syijH	ʃiɨ̌
2249	㿷	止合三去脂初	tsrhwijH	ʈʂhǔi
2250	㽷	止合三去脂書	sywijH	ʂǔi
2251	志	止開三去之章	tsyiH	tʃiɨ̌
2252	值	止開三去之澄	driH	dʒǐ
2253	寺	止開三去之邪	ziH	szɨ̌
2254	蛓	止開三去之清	tshiH	tshɨ̌
2255	笥	止開三去之心	siH	sɨ̌
2256	試	止開三去之書	syiH	ʃiɨ̌
2257	胾	止開三去之莊	tsriH	ʈʂɨ̌
2258	吏	止開三去之來	liH	lǐ
2259	字	止開三去之從	dziH	dzɨ̌
2260	眙	止開三去之徹	trhiH	tʃhǐ
2261	餌	止開三去之日	nyiH	ɻ̌
2262	駛	止開三去之生	sriH	ʂɨ̌
2263	廁	止開三去之初	tsrhiH	ʈʂhɨ̌
2264	異	止開三去之以	yiH	jǐ
2265	置	止開三去之知	triH	tʃǐ
2266	侍	止開三去之常	dzyiH	ʃʒiɨ̌
2267	事	止開三去之崇	dzriH	ɖʐɨ̌
2268	忌	止開三去之羣	giH	gǐ
2269	熾	止開三去之昌	tsyhiH	tʃhiɨ̌
2270	意	止開三去之影	'iH	ʔǐ
2271	記	止開三去之見	kiH	kǐ
2272	憙	止開三去之曉	xiH	hǐ
2273	䰯	止開三去之疑	ngiH	ŋjǐ
2274	亟	止開三去之溪	khiH	khǐ
2275	未	止合三去微明	mj+jH	vǐ
2276	貴	止合三去微見	kjw+jH	kǔi
2277	胃	止合三去微云	hjw+jH	ǔi
2278	魏	止合三去微疑	ngjw+jH	ŋǔi
2279	沸	止合三去微幫	pj+jH	fǐ
2280	費	止合三去微滂	phj+jH	fǐ
2281	𥽂	止合三去微溪	khjw+jH	khǔi
2282	尉	止合三去微影	'jw+jH	ʔǔi
2283	諱	止合三去微曉	xjw+jH	hǔi
2284	𥝋	止合三去微並	bj+jH	fvǐ
2285	旣	止開三去微見	kj+jH	kǐ
2286	毅	止開三去微疑	ngj+jH	ŋjǐ
2287	氣	止開三去微溪	khj+jH	khǐ
2288	欷	止開三去微曉	xj+jH	hǐ
2289	䤒	止開三去微羣	gj+jH	gǐ
2290	衣	止開三去微影	'j+jH	ʔǐ
2291	御	遇開三去魚疑	ngjoH	ŋjy̌
2292	慮	遇開三去魚來	ljoH	ly̌
2293	據	遇開三去魚見	kjoH	ky̌
2294	覰	遇開三去魚清	tshjoH	tshy̌
2295	㰦	遇開三去魚溪	khjoH	khy̌
2296	署	遇開三去魚常	dzyoH	ʃʒy̌
2297	恕	遇開三去魚書	syoH	ʃy̌
2298	著	遇開三去魚知	trjoH	tʃy̌
2299	䬡	遇開三去魚章	tsyoH	tʃy̌
2300	䟽	遇開三去魚生	srjoH	ʂǔ
2301	飫	遇開三去魚影	'joH	ʔy̌
2302	箸	遇開三去魚澄	drjoH	dʒy̌
2303	遽	遇開三去魚羣	gjoH	gy̌
2304	絮	遇開三去魚心	sjoH	sy̌
2305	助	遇開三去魚崇	dzrjoH	ɖʐǔ
2306	怚	遇開三去魚精	tsjoH	tsy̌
2307	詛	遇開三去魚莊	tsrjoH	ʈʂǔ
2308	洳	遇開三去魚日	nyoH	ʒy̌
2309	豫	遇開三去魚以	yoH	jy̌
2310	噓	遇開三去魚曉	xjoH	hy̌
2311	女	遇開三去魚孃	nrjoH	ny̌
2312	楚	遇開三去魚初	tsrhjoH	ʈʂhǔ
2313	處	遇開三去魚昌	tsyhoH	tʃhy̌
2314	絮	遇開三去魚徹	trhjoH	tʃhy̌
2315	𡲁	遇開三去魚邪	zjoH	szy̌
2316	遇	遇合三去虞疑	ngjuH	ŋjy̌
2317	嫗	遇合三去虞影	'juH	ʔy̌
2318	樹	遇合三去虞常	dzyuH	ʃʒy̌
2319	住	遇合三去虞澄	drjuH	dʒy̌
2320	附	遇合三去虞並	bjuH	fvǔ
2321	注	遇合三去虞章	tsyuH	tʃy̌
2322	屨	遇合三去虞見	kjuH	ky̌
2323	昫	遇合三去虞曉	xjuH	hy̌
2324	戍	遇合三去虞書	syuH	ʃy̌
2325	裕	遇合三去虞以	yuH	jy̌
2326	孺	遇合三去虞日	nyuH	ʒy̌
2327	赴	遇合三去虞滂	phjuH	fǔ
2328	務	遇合三去虞明	mjuH	vǔ
2329	緅	遇合三去虞精	tsjuH	tsy̌
2330	懼	遇合三去虞羣	gjuH	gy̌
2331	芋	遇合三去虞云	hjuH	jy̌
2332	埾	遇合三去虞從	dzjuH	dzy̌
2333	捒	遇合三去虞生	srjuH	ʂǔ
2334	付	遇合三去虞幫	pjuH	fǔ
2335	娶	遇合三去虞清	tshjuH	tshy̌
2336	註	遇合三去虞知	trjuH	tʃy̌
2337	驅	遇合三去虞溪	khjuH	khy̌
2338	菆	遇合三去虞初	tsrhjuH	ʈʂhǔ
2339	𨳳	遇合三去虞徹	trhjuH	tʃhy̌
2340	尠	遇合三去虞心	sjuH	sy̌
2341	屢	遇合三去虞來	ljuH	ly̌
2342	暮	遇開一去模明	muH	mǔ
2343	渡	遇開一去模定	duH	dǔ
2344	路	遇開一去模來	luH	lǔ
2345	妒	遇開一去模端	tuH	tǔ
2346	菟	遇開一去模透	thuH	thǔ
2347	顧	遇開一去模見	kuH	kǔ
2348	誤	遇開一去模疑	nguH	ŋǔ
2349	護	遇開一去模匣	huH	ɦǔ
2350	訴	遇開一去模心	suH	sǔ
2351	祚	遇開一去模從	dzuH	dzǔ
2352	笯	遇開一去模泥	nuH	nǔ
2353	布	遇開一去模幫	puH	pǔ
2354	汙	遇開一去模影	'uH	ʔǔ
2355	怖	遇開一去模滂	phuH	phǔ
2356	厝	遇開一去模清	tshuH	tshǔ
2357	絝	遇開一去模溪	khuH	khǔ
2358	捕	遇開一去模並	buH	bǔ
2359	謼	遇開一去模曉	xuH	hǔ
2360	作	遇開一去模精	tsuH	tsǔ
2361	霽	蟹開四去齊精	tsejH	tsiɪ̌i
2362	帝	蟹開四去齊端	tejH	tiɪ̌i
2363	嚌	蟹開四去齊從	dzejH	dziɪ̌i
2364	替	蟹開四去齊透	thejH	thiɪ̌i
2365	第	蟹開四去齊定	dejH	diɪ̌i
2366	砌	蟹開四去齊清	tshejH	tshiɪ̌i
2367	細	蟹開四去齊心	sejH	siɪ̌i
2368	詣	蟹開四去齊疑	ngejH	ŋjiɪ̌i
2369	計	蟹開四去齊見	kejH	kiɪ̌i
2370	蒵	蟹開四去齊匣	hejH	ɦiɪ̌i
2371	契	蟹開四去齊溪	khejH	khiɪ̌i
2372	翳	蟹開四去齊影	'ejH	ʔiɪ̌i
2373	謎	蟹開四去齊明	mejH	miɪ̌i
2374	閉	蟹開四去齊幫	pejH	piɪ̌i
2375	慧	蟹合四去齊匣	hwejH	ɦǔi
2376	桂	蟹合四去齊見	kwejH	kǔi
2377	嘒	蟹合四去齊曉	xwejH	hǔi
2378	媲	蟹開四去齊滂	phejH	phiɪ̌i
2379	薜	蟹開四去齊並	bejH	biɪ̌i
2380	麗	蟹開四去齊來	lejH	liɪ̌i
2381	𥱻	蟹開四去齊徹	trhejH	tʃhiɪ̌i
2382	泥	蟹開四去齊泥	nejH	niɪ̌i
2383	㰥	蟹開四去齊曉	xejH	hiɪ̌i
2384	祭	蟹開三去祭精	tsjejH	tsiɪ̌i
2385	歲	蟹合三去祭心	sjwejH	sǔi
2386	衞	蟹合三去祭云	hjwejH	ǔi
2387	芮	蟹合三去祭日	nywejH	ʒǔi
2388	贅	蟹合三去祭章	tsywejH	ʈʂǔi
2389	𠻜	蟹合三去祭生	srjwejH	ʂwǎi
2390	毳	蟹合三去祭清	tshjwejH	tshǔi
2391	銳	蟹合三去祭以	ywejH	ǔi
2392	綴	蟹合三去祭知	trjwejH	ʈʂǔi
2393	稅	蟹合三去祭書	sywejH	ʂǔi
2394	𡚁	蟹開三去祭並A	bjiejH	biɪ̌i
2395	㯔	蟹合三去祭初	tsrhjwejH	ʈʂhwǎi
2396	篲	蟹合三去祭邪	zjwejH	szǔi
2397	蔽	蟹開三去祭幫A	pjiejH	piɪ̌i
2398	劌	蟹合三去祭見B	kjwejH	kǔi
2399	袂	蟹開三去祭明A	mjiejH	miɪ̌i
2400	㡜	蟹開三去祭生	srjejH	ʂiɪ̌i
2401	掣	蟹開三去祭昌	tsyhejH	tʃhiɪ̌i
2402	制	蟹開三去祭章	tsyejH	tʃiɪ̌i
2403	逝	蟹開三去祭常	dzyejH	ʃʒiɪ̌i
2404	曵	蟹開三去祭以	yejH	jiɪ̌i
2405	䋵	蟹開三去祭影B	'jejH	ʔiɪ̌i
2406	藝	蟹開三去祭疑A	ngjiejH	ŋjiɪ̌i
2407	滯	蟹開三去祭澄	drjejH	dʒiɪ̌i
2408	例	蟹開三去祭來	ljejH	liɪ̌i
2409	憩	蟹開三去祭溪B	khjejH	khiɪ̌i
2410	丗	蟹開三去祭書	syejH	ʃiɪ̌i
2411	猘	蟹開三去祭見B	kjejH	kiɪ̌i
2412	㿃	蟹開三去祭知	trjejH	tʃiɪ̌i
2413	偈	蟹開三去祭羣B	gjejH	giɪ̌i
2414	啜	蟹合三去祭常	dzywejH	ʂʐǔi
2415	跇	蟹開三去祭徹	trhjejH	tʃhiɪ̌i
2416	𨮱	蟹合三去祭澄	drjwejH	ɖʐǔi
2417	㓷	蟹開三去祭疑B	ngjejH	ŋjiɪ̌i
2418	蕝	蟹合三去祭精	tsjwejH	tsǔi
2419	潎	蟹開三去祭滂A	phjiejH	phiɪ̌i
2420	𥏙	蟹合三去廢溪	khjwojH	khǔi
2421	䂕	蟹合三去廢曉	xjwojH	hǔi
2422	泰	蟹開一去泰透	thajH	thǎi
2423	蓋	蟹開一去泰見	kajH	kǎi
2424	艾	蟹開一去泰疑	ngajH	ŋǎi
2425	藹	蟹開一去泰影	'ajH	ʔǎi
2426	柰	蟹開一去泰泥	najH	nǎi
2427	大	蟹開一去泰定	dajH	dǎi
2428	害	蟹開一去泰匣	hajH	ɦǎi
2429	帶	蟹開一去泰端	tajH	tǎi
2430	貝	蟹開一去泰幫	pajH	pǔi
2431	霈	蟹開一去泰滂	phajH	phǔi
2432	會	蟹合一去泰匣	hwajH	ɦǔi
2433	兊	蟹合一去泰定	dwajH	dǔi
2434	儈	蟹合一去泰見	kwajH	kǔi
2435	最	蟹合一去泰精	tswajH	tsǔi
2436	𧬨	蟹合一去泰曉	xwajH	hǔi
2437	𥢶	蟹合一去泰溪	khwajH	khǔi
2438	酹	蟹合一去泰來	lwajH	lǔi
2439	外	蟹合一去泰疑	ngwajH	ŋwǎi
2440	祋	蟹合一去泰端	twajH	tǔi
2441	懀	蟹合一去泰影	'wajH	ʔǔi
2442	蕞	蟹合一去泰從	dzwajH	dzǔi
2443	𥕸	蟹合一去泰心	swajH	sǔi
2444	襊	蟹合一去泰清	tshwajH	tshǔi
2445	旆	蟹開一去泰並	bajH	bǔi
2446	磕	蟹開一去泰溪	khajH	khǎi
2447	蔡	蟹開一去泰清	tshajH	tshǎi
2448	賴	蟹開一去泰來	lajH	lǎi
2449	餀	蟹開一去泰曉	xajH	hǎi
2450	娧	蟹合一去泰透	thwajH	thǔi
2451	眛	蟹開一去泰明	majH	mǔi
2452	𦦣	蟹合一去泰清	tshwajH	tshǔi
2453	卦	蟹合二去佳見	kweaH	kwǎ
2454	懈	蟹開二去佳見	keaH	kiǎi
2455	隘	蟹開二去佳影	'eaH	ʔiǎi
2456	邂	蟹開二去佳匣	heaH	ɦiǎi
2457	賣	蟹開二去佳明	meaH	mǎi
2458	畫	蟹合二去佳匣	hweaH	ɦwǎ
2459	差	蟹開二去佳初	tsrheaH	ʈʂhǎi
2460	睚	蟹開二去佳疑	ngeaH	ŋjiǎi
2461	謑	蟹開二去佳曉	xeaH	hiǎi
2462	庍	蟹開二去佳幫	peaH	pǎi
2463	粺	蟹開二去佳並	beaH	bǎi
2464	㾹	蟹開二去佳崇	dzreaH	ɖʐǎi
2465	派	蟹開二去佳滂	pheaH	phǎi
2466	債	蟹開二去佳莊	tsreaH	ʈʂǎi
2467	𡢖	蟹開二去佳溪	kheaH	khiǎi
2468	曬	蟹開二去佳生	sreaH	ʂǎi
2469	諣	蟹合二去佳曉	xweaH	hwǎ
2470	㠔	蟹開二去佳幫	peaH	pǎi
2471	膪	蟹合二去佳知	trweaH	ʈʂwǎ
2472	怪	蟹合二去皆見	kweajH	kwǎi
2473	噫	蟹開二去皆影	'eajH	ʔiǎi
2474	瘵	蟹開二去皆莊	tsreajH	ʈʂǎi
2475	誡	蟹開二去皆見	keajH	kiǎi
2476	褹	蟹開二去皆孃	nreajH	nǎi
2477	譮	蟹開二去皆曉	xeajH	hiǎi
2478	械	蟹開二去皆匣	heajH	ɦiǎi
2479	𦗐	蟹開二去皆疑	ngeajH	ŋjiǎi
2480	蒯	蟹合二去皆溪	khweajH	khwǎi
2481	𢷎	蟹開二去皆幫	peajH	pǎi
2482	湃	蟹開二去皆滂	pheajH	phǎi
2483	壞	蟹合二去皆匣	hweajH	ɦwǎi
2484	聵	蟹合二去皆疑	ngweajH	ŋwǎi
2485	𢟡	蟹開二去皆並	beajH	bǎi
2486	䀛	蟹開二去皆明	meajH	mǎi
2487	𧱳	蟹合二去皆曉	xweajH	hwǎi
2488	鎩	蟹開二去皆生	sreajH	ʂǎi
2489	烗	蟹開二去皆溪	kheajH	khiǎi
2490	顡	蟹合二去皆徹	trhweajH	ʈʂhwǎi
2491	夬	蟹合二去夬見	kwaejH	kwǎi
2492	快	蟹合二去夬溪	khwaejH	khwǎi
2493	邁	蟹開二去夬明	maejH	mǎi
2494	話	蟹合二去夬匣	hwaejH	ɦwǎi
2495	敗	蟹開二去夬並	baejH	bǎi
2496	䵳	蟹合二去夬影	'waejH	ʔwǎi
2497	嘬	蟹合二去夬初	tsrhwaejH	ʈʂhwǎi
2498	犗	蟹開二去夬見	kaejH	kiǎi
2499	蠆	蟹開二去夬徹	trhaejH	ʈʂhǎi
2500	喝	蟹開二去夬影	'aejH	ʔiǎi
2501	𠱡	蟹開二去夬生	sraejH	ʂǎi
2502	𦤧	蟹開二去夬澄	draejH	ɖʐǎi
2503	䜕	蟹開二去夬曉	xaejH	hiǎi
2504	咶	蟹合二去夬曉	xwaejH	hwǎi
2505	敗	蟹開二去夬幫	paejH	pǎi
2506	啐	蟹合二去夬清	tshwaejH	tshwǎi
2507	寨	蟹開二去夬崇	dzraejH	ɖʐǎi
2508	㕢	蟹開二去夬匣	haejH	ɦiǎi
2509	隊	蟹合一去灰定	dwojH	dǔi
2510	佩	蟹合一去灰並	bwojH	bǔi
2511	妹	蟹合一去灰明	mwojH	mǔi
2512	配	蟹合一去灰滂	phwojH	phǔi
2513	誨	蟹合一去灰曉	xwojH	hǔi
2514	對	蟹合一去灰端	twojH	tǔi
2515	倅	蟹合一去灰清	tshwojH	tshǔi
2516	晬	蟹合一去灰精	tswojH	tsǔi
2517	𩲄	蟹合一去灰影	'wojH	ʔǔi
2518	退	蟹合一去灰透	thwojH	thǔi
2519	憒	蟹合一去灰見	kwojH	kǔi
2520	潰	蟹合一去灰匣	hwojH	ɦǔi
2521	塊	蟹合一去灰溪	khwojH	khǔi
2522	碎	蟹合一去灰心	swojH	sǔi
2523	内	蟹合一去灰泥	nwojH	nǔi
2524	纇	蟹合一去灰來	lwojH	lǔi
2525	背	蟹合一去灰幫	pwojH	pǔi
2526	磑	蟹合一去灰疑	ngwojH	ŋǔi
2527	蚚	蟹合一去灰匣	hwojH	ɦǔi
2528	代	蟹開一去咍定	dojH	dǎi
2529	載	蟹開一去咍精	tsojH	tsǎi
2530	䆀	蟹開一去咍明	mojH	mǎi
2531	賽	蟹開一去咍心	sojH	sǎi
2532	貸	蟹開一去咍透	thojH	thǎi
2533	漑	蟹開一去咍見	kojH	kǎi
2534	慨	蟹開一去咍溪	khojH	khǎi
2535	礙	蟹開一去咍疑	ngojH	ŋǎi
2536	愛	蟹開一去咍影	'ojH	ʔǎi
2537	瀣	蟹開一去咍匣	hojH	ɦǎi
2538	耐	蟹開一去咍泥	nojH	nǎi
2539	戴	蟹開一去咍端	tojH	tǎi
2540	賚	蟹開一去咍來	lojH	lǎi
2541	菜	蟹開一去咍清	tshojH	tshǎi
2542	載	蟹開一去咍從	dzojH	dzǎi
2543	儗	蟹開一去咍曉	xojH	hǎi
2544	廢	蟹合三去廢幫	pjojH	fěi
2545	肺	蟹合三去廢滂	phjojH	fěi
2546	穢	蟹合三去廢影	'jwojH	ʔǔi
2547	吠	蟹合三去廢並	bjojH	fvěi
2548	喙	蟹合三去廢曉	xjwojH	hǔi
2549	𤜂	蟹合三去廢羣	gjwojH	gǔi
2550	刈	蟹開三去廢疑	ngjojH	ŋjiɪ̌i
2551	震	臻開三去眞章	tsyinH	tʃǐn
2552	信	臻開三去眞心	sinH	sǐn
2553	刃	臻開三去眞日	nyinH	ʒǐn
2554	𦙍	臻開三去眞以	yinH	jǐn
2555	遴	臻開三去眞來	linH	lǐn
2556	儐	臻開三去眞幫A	pjinH	pǐn
2557	敶	臻開三去眞澄	drinH	dʒǐn
2558	愼	臻開三去眞常	dzyinH	ʃʒǐn
2559	眒	臻開三去眞書	syinH	ʃǐn
2560	菣	臻開三去眞溪B	khinH	khǐn
2561	賮	臻開三去眞邪	zinH	szǐn
2562	憗	臻開三去眞疑B	nginH	ŋjǐn
2563	晉	臻開三去眞精	tsinH	tsǐn
2564	衅	臻開三去眞曉B	xinH	hǐn
2565	鎭	臻開三去眞知	trinH	tʃǐn
2566	僅	臻開三去眞羣B	ginH	gǐn
2567	櫬	臻開三去臻初	tsrhinH	ʈʂhə̌n
2568	印	臻開三去眞影A	'jinH	ʔǐn
2569	疢	臻開三去眞徹	trhinH	tʃhǐn
2570	𣎵	臻開三去眞滂A	phjinH	phǐn
2571	親	臻開三去眞清	tshinH	tshǐn
2572	螼	臻開三去眞溪A	khjinH	khǐn
2573	呁	臻合三去諄見	kjwinH	kyǔn
2574	稕	臻合三去諄章	tsywinH	tʃyǔn
2575	𡺲	臻合三去諄心	swinH	syǔn
2576	殉	臻合三去諄邪	zwinH	szyǔn
2577	儁	臻合三去諄精	tswinH	tsyǔn
2578	舜	臻合三去諄書	sywinH	ʃyǔn
2579	閠	臻合三去諄日	nywinH	ʒyǔn
2580	順	臻合三去諄船	zywinH	ʃʒyǔn
2581	問	臻合三去文明	mjunH	vǔn
2582	運	臻合三去文云	hjunH	jyǔn
2583	訓	臻合三去文曉	xjunH	hyǔn
2584	湓	臻合三去文滂	phjunH	fǔn
2585	糞	臻合三去文幫	pjunH	fǔn
2586	醖	臻合三去文影	'junH	ʔyǔn
2587	攈	臻合三去文見	kjunH	kyǔn
2588	郡	臻合三去文羣	gjunH	gyǔn
2589	分	臻合三去文並	bjunH	fvǔn
2590	焮	臻開三去欣曉	xj+nH	hǐn
2591	靳	臻開三去欣見	kj+nH	kǐn
2592	近	臻開三去欣羣	gj+nH	gǐn
2593	㒚	臻開三去欣影	'j+nH	ʔǐn
2594	垽	臻開三去欣疑	ngj+nH	ŋjǐn
2595	願	臻合三去元疑	ngjwonH	ŋjyuɛ̌n
2596	怨	臻合三去元影	'jwonH	ʔyuɛ̌n
2597	販	臻合三去元幫	pjonH	fǎn
2598	劵	臻合三去元溪	khjwonH	khyuɛ̌n
2599	万	臻合三去元明	mjonH	vǎn
2600	飯	臻合三去元並	bjonH	fvǎn
2601	嬔	臻合三去元滂	phjonH	fǎn
2602	建	臻開三去元見	kjonH	kiɛ̌n
2603	堰	臻開三去元影	'jonH	ʔiɛ̌n
2604	獻	臻開三去元曉	xjonH	hiɛ̌n
2605	楥	臻合三去元曉	xjwonH	hyuɛ̌n
2606	健	臻開三去元羣	gjonH	giɛ̌n
2607	𣀔	臻合三去元滂	phjonH	fǎn
2608	遠	臻合三去元云	hjwonH	jyuɛ̌n
2609	𤬝	臻開三去元疑	ngjonH	ŋjiɛ̌n
2610	圈	臻合三去元羣	gjwonH	gyuɛ̌n
2611	㪻	臻合三去元見	kjwonH	kyuɛ̌n
2612	慁	臻合一去魂匣	hwonH	ɦǔn
2613	頓	臻合一去魂端	twonH	tǔn
2614	巽	臻合一去魂心	swonH	sǔn
2615	困	臻合一去魂溪	khwonH	khǔn
2616	嫩	臻合一去魂泥	nwonH	nǔn
2617	揾	臻合一去魂影	'wonH	ʔǔn
2618	悶	臻合一去魂明	mwonH	mǔn
2619	鐏	臻合一去魂從	dzwonH	dzǔn
2620	睔	臻合一去魂見	kwonH	kǔn
2621	噴	臻合一去魂滂	phwonH	phǔn
2622	鈍	臻合一去魂定	dwonH	dǔn
2623	寸	臻合一去魂清	tshwonH	tshǔn
2624	坌	臻合一去魂並	bwonH	bǔn
2625	顐	臻合一去魂疑	ngwonH	ŋǔn
2626	論	臻合一去魂來	lwonH	lǔn
2627	奔	臻合一去魂幫	pwonH	pǔn
2628	惛	臻合一去魂曉	xwonH	hǔn
2629	焌	臻合一去魂精	tswonH	tsǔn
