# version: 20210217						
# author: hhliow (github.com/hhliow)						
# license: cc by-nc-sa 4.0						
index	廣韻小韻	middle_chinese	Baxter_transcription	中州音(IPA)	中州音	推導國音
1161	侗	通開一上東透	thuwngX	tʰuŋ˥˧	꜂ㄊㄨㆭ	꜂ㄊㄨㄥ
1162	緫	通開一上東精	tsuwngX	tsuŋ˥˧	꜂ㄗㄨㆭ	꜂ㄗㄨㄥ
1163	澒	通開一上東匣	huwngX	ɦuŋ'˨˦	ㄏㄨㆭ'꜅	ㄏㄨㄥ꜄
1164	蓊	通開一上東影	’uwngX	ʔuŋ˥˧	꜂ㄨㆭ	꜂ㄨㄥ
1165	𨑊	通開一上東泥	nuwngX	nuŋ˥˧	꜃ㄋㄨㆭ	꜂ㄋㄨㄥ
1166	琫	通開一上東幫	puwngX	puŋ˥˧	꜂ㄅㄨㆭ	꜂ㄅㄨㄥ
1167	曨	通開一上東來	luwngX	luŋ˥˧	꜂ㄌㄨㆭ	꜂ㄌㄨㄥ
1168	嗊	通開一上東曉	xuwngX	huŋ˥˧	꜂ㄏㄨㆭ	꜂ㄏㄨㄥ
1169	動	通開一上東定	duwngX	duŋ'˨˦	ㄉㄨㆭ'꜅	ㄉㄨㄥ꜄
1170	菶	通開一上東並	buwngX	buŋ'˨˦	ㆠㄨㆭ'꜅	ㄅㄨㄥ꜄
1171	腫	通開三上鍾章	tsyowngX	tʃyuŋ˥˧	꜂ㄓㄩㄨㆭ	꜂ㄓㄨㄥ
1172	寵	通開三上鍾徹	trhjowngX	tʃʰyuŋ˥˧	꜂ㄔㄩㄨㆭ	꜂ㄔㄨㄥ
1173	隴	通開三上鍾來	ljowngX	lyuŋ˥˧	꜂ㄌㄩㄨㆭ	꜂ㄌㄨㄥ
1174	擁	通開三上鍾影	’jowngX	ʔyuŋ˥˧	꜂ㄩㄨㆭ	꜂ㄩㄥ
1175	宂	通開三上鍾日	nyowngX	ʒyuŋ˥˧	꜃ㄖㄩㄨㆭ	꜂ㄖㄨㄥ
1176	重	通開三上鍾澄	drjowngX	dʒyuŋ'˨˦	ㄓㄩㄨㆭ'꜅	ㄓㄨㄥ꜄
1177	冢	通開三上鍾知	trjowngX	tʃyuŋ˥˧	꜂ㄓㄩㄨㆭ	꜂ㄓㄨㄥ
1178	奉	通開三上鍾並	bjowngX	fʱuŋ'˨˦	ㄈㄨㆭ'꜅	ㄈㄨㄥ꜄
1179	捧	通開三上鍾滂	phjowngX	fuŋ˥˧	꜂ㄈㄨㆭ	꜂ㄈㄨㄥ
1180	勇	通開三上鍾以	yowngX	jyuŋ˥˧	꜃ㄩㄨㆭ	꜂ㄩㄥ
1181	恐	通開三上鍾溪	khjowngX	kʰyuŋ˥˧	꜂ㄑㄩㄨㆭ	ㄎㄨㄥ
1182	尰	通開三上鍾常	dzyowngX	ʃʱyuŋ'˨˦	ㄕㄩㄨㆭ'꜅	ㄕㄨㄥ꜄
1183	拱	通開三上鍾見	kjowngX	kyuŋ˥˧	꜂ㄐㄩㄨㆭ	꜂ㄍㄨㄥ
1184	悚	通開三上鍾心	sjowngX	syuŋ˥˧	꜂ㄙㄩㄨㆭ	꜂ㄙㄨㄥ
1185	洶	通開三上鍾曉	xjowngX	hyuŋ˥˧	꜂ㄒㄩㄨㆭ	꜂ㄒㄩㄥ
1186	覂	通開三上鍾幫	pjowngX	fuŋ˥˧	꜂ㄈㄨㆭ	꜂ㄈㄨㄥ
1187	湩	通開一上冬端	towngX	tuŋ˥˧	꜂ㄉㄨㆭ	꜂ㄉㄨㄥ
1188	𪁪	通開一上冬明	mowngX	muŋ˥˧	꜃ㄇㄨㆭ	꜂ㄇㄨㄥ
1189	䅃	通開三上鍾羣	gjowngX	gyuŋ'˨˦	ㆢㄩㄨㆭ'꜅	ㄍㄨㄥ꜄
1190	𨿿	通開三上鍾昌	tsyhowngX	tʃʰyuŋ˥˧	꜂ㄔㄩㄨㆭ	꜂ㄔㄨㄥ
1191	𢃭	通開三上鍾章	tsyowngX	tʃyuŋ˥˧	꜂ㄓㄩㄨㆭ	꜂ㄓㄨㄥ
1192	䙕	通開三上鍾精	tsjowngX	tsyuŋ˥˧	꜂ㄗㄩㄨㆭ	꜂ㄗㄨㄥ
1193	講	江開二上江見	kaewngX	kiɑŋ˥˧	꜂ㄐㄧㄤ	꜂ㄐㄧㄤ
1194	㭋	江開二上江並	baewngX	bɑŋ'˨˦	ㆠㄤ'꜅	ㄅㄤ꜄
1195	慃	江開二上江影	’aewngX	ʔiɑŋ˥˧	꜂ㄧㄤ	꜂ㄧㄤ
1196	𠈵	江開二上江明	maewngX	mɑŋ˥˧	꜃ㄇㄤ	꜂ㄇㄤ
1197	項	江開二上江匣	haewngX	ɦiɑŋ'˨˦	ㄒㄧㄤ'꜅	ㄒㄧㄤ꜄
1198	𦂌	江開二上江幫	paewngX	pɑŋ˥˧	꜂ㄅㄤ	꜂ㄅㄤ
1199	傋	江開二上江曉	xaewngX	hiɑŋ˥˧	꜂ㄒㄧㄤ	꜂ㄒㄧㄤ
1200	紙	止開三上支章	tsyeX	tʃiɨ˥˧	꜂ㄓ	꜂ㄓ
1201	是	止開三上支常	dzyeX	ʃʱiɨ'˨˦	ㄕ'꜅	ㄕ꜄
1202	靡	止開三上支明B	mjeX	mi˥˧	꜃ㄇㄧ	꜂ㄇㄧ
1203	彼	止開三上支幫B	pjeX	pi˥˧	꜂ㄅㄧ	꜂ㄅㄧ
1204	被	止開三上支並B	bjeX	bi'˨˦	ㆠㄧ'꜅	ㄅㄧ꜄
1205	毀	止合三上支曉B	xjweX	hui˥˧	꜂ㄏㄨㄟ	꜂ㄏㄨㄟ
1206	委	止合三上支影B	’jweX	ʔui˥˧	꜂ㄨㄟ	꜂ㄨㄟ
1207	跪	止合三上支溪B	khjweX	kʰui˥˧	꜂ㄎㄨㄟ	꜂ㄎㄨㄟ
1208	詭	止合三上支見B	kjweX	kui˥˧	꜂ㄍㄨㄟ	꜂ㄍㄨㄟ
1209	髓	止合三上支心	sjweX	sui˥˧	꜂ㄙㄨㄟ	꜂ㄙㄨㄟ
1210	絫	止合三上支來	ljweX	lui˥˧	꜂ㄌㄨㄟ	꜂ㄌㄨㄟ
1211	技	止開三上支羣B	gjeX	gi'˨˦	ㆢㄧ'꜅	ㄐㄧ꜄
1212	倚	止開三上支影B	’jeX	ʔi˥˧	꜂ㄧ	꜂ㄧ
1213	掎	止開三上支見B	kjeX	ki˥˧	꜂ㄐㄧ	꜂ㄐㄧ
1214	綺	止開三上支溪B	khjeX	kʰi˥˧	꜂ㄑㄧ	꜂ㄑㄧ
1215	螘	止開三上支疑B	ngjeX	(ŋ)i˥˧	꜃(ㄫ)ㄧ	꜂(ㄫ)ㄧ
1216	蔿	止合三上支云	hjweX	ui˥˧	꜃ㄨㄟ	꜂ㄨㄟ
1217	觜	止合三上支精	tsjweX	tsui˥˧	꜂ㄗㄨㄟ	꜂ㄗㄨㄟ
1218	蘂	止合三上支日	nyweX	ʒui˥˧	꜃ㄖㄨㄟ	꜂ㄖㄨㄟ
1219	此	止開三上支清	tshjeX	tsʰɨ˥˧	꜂ㄘㄭ	꜂ㄘ
1220	豸	止開三上支澄	drjeX	dʒi'˨˦	ㄓㄧ'꜅	ㄓ꜄
1221	徙	止開三上支心	sjeX	sɨ˥˧	꜂ㄙㄭ	꜂ㄙ
1222	酏	止開三上支以	yeX	ji˥˧	꜃ㄧ	꜂ㄧ
1223	邐	止開三上支來	ljeX	li˥˧	꜂ㄌㄧ	꜂ㄌㄧ
1224	躧	止開三上支生	srjeX	ʂɨ˥˧	꜂ㄕㄭ	꜂ㄕ
1225	𢔌	止開三上支幫A	pjieX	pi˥˧	꜂ㄅㄧ	꜂ㄅㄧ
1226	爾	止開三上支日	nyeX	ɻ˥˧	꜃ㄦ	꜂ㄦ
1227	渳	止開三上支明A	mjieX	mi˥˧	꜃ㄇㄧ	꜂ㄇㄧ
1228	婢	止開三上支並A	bjieX	bi'˨˦	ㆠㄧ'꜅	ㄅㄧ꜄
1229	侈	止開三上支昌	tsyheX	tʃʰiɨ˥˧	꜂ㄔ	꜂ㄔ
1230	弛	止開三上支書	syeX	ʃiɨ˥˧	꜂ㄕ	꜂ㄕ
1231	紫	止開三上支精	tsjeX	tsɨ˥˧	꜂ㄗㄭ	꜂ㄗ
1232	捶	止合三上支章	tsyweX	ʈʂui˥˧	꜂ㄓㄨㄟ	꜂ㄓㄨㄟ
1233	揣	止合三上支初	tsrhjweX	ʈʂʰui˥˧	꜂ㄔㄨㄟ	꜂ㄔㄨㄟ
1234	𤢍	止合三上支邪	zjweX	sʱui'˨˦	ㄙㄨㄟ'꜅	ㄙㄨㄟ꜄
1235	舓	止開三上支船	zyeX	ʃʱiɨ'˨˦	ㄕ'꜅	ㄕ꜄
1236	㧗	止開三上支莊	tsrjeX	ʈʂɨ˥˧	꜂ㄓㄭ	꜂ㄓ
1237	㱟	止開三上支滂B	phjeX	pʰi˥˧	꜂ㄆㄧ	꜂ㄆㄧ
1238	諀	止開三上支滂A	phjieX	pʰi˥˧	꜂ㄆㄧ	꜂ㄆㄧ
1239	䓈	止合三上支以	yweX	ui˥˧	꜃ㄨㄟ	꜂ㄨㄟ
1240	惢	止合三上支從	dzjweX	dzui'˨˦	ㆡㄨㄟ'꜅	ㄗㄨㄟ꜄
1241	跬	止合三上支溪A	khjwieX	kʰui˥˧	꜂ㄎㄨㄟ	꜂ㄎㄨㄟ
1242	狔	止開三上支孃	nrjeX	ni˥˧	꜃ㄋㄧ	꜂ㄋㄧ
1243	硊	止合三上支疑B	ngjweX	ŋui˥˧	꜃ㄫㄨㄟ	꜂ㄨㄟ
1244	跪	止合三上支羣B	gjweX	gui'˨˦	ㆣㄨㄟ'꜅	ㄍㄨㄟ꜄
1245	褫	止開三上支徹	trhjeX	tʃʰi˥˧	꜂ㄔㄧ	꜂ㄔ
1246	㨖	止開三上支知	trjeX	tʃi˥˧	꜂ㄓㄧ	꜂ㄓ
1247	𪖪	止開三上支曉B	xjeX	hi˥˧	꜂ㄒㄧ	꜂ㄒㄧ
1248	企	止開三上支溪A	khjieX	kʰi˥˧	꜂ㄑㄧ	꜂ㄑㄧ
1249	菙	止合三上支常	dzyweX	ʂʱui'˨˦	ㄕㄨㄟ'꜅	ㄕㄨㄟ꜄
1250	枳	止開三上支見A	kjieX	ki˥˧	꜂ㄐㄧ	꜂ㄐㄧ
1251	旨	止開三上脂章	tsyijX	tʃiɨ˥˧	꜂ㄓ	꜂ㄓ
1252	視	止開三上脂常	dzyijX	ʃʱiɨ'˨˦	ㄕ'꜅	ㄕ꜄
1253	美	止開三上脂明B	mijX	mi˥˧	꜃ㄇㄧ	꜂ㄇㄧ
1254	鄙	止開三上脂幫B	pijX	pi˥˧	꜂ㄅㄧ	꜂ㄅㄧ
1255	兕	止開三上脂邪	zijX	sʱɨ'˨˦	ㄙㄭ'꜅	ㄙ꜄
1256	几	止開三上脂見B	kijX	ki˥˧	꜂ㄐㄧ	꜂ㄐㄧ
1257	𡛷	止開三上脂精	tsijX	tsɨ˥˧	꜂ㄗㄭ	꜂ㄗ
1258	匕	止開三上脂幫A	pjijX	pi˥˧	꜂ㄅㄧ	꜂ㄅㄧ
1259	軌	止合三上脂見B	kwijX	kui˥˧	꜂ㄍㄨㄟ	꜂ㄍㄨㄟ
1260	洧	止合三上脂云	hwijX	ui˥˧	꜃ㄨㄟ	꜂ㄨㄟ
1261	矢	止開三上脂書	syijX	ʃiɨ˥˧	꜂ㄕ	꜂ㄕ
1262	雉	止開三上脂澄	drijX	dʒi'˨˦	ㄓㄧ'꜅	ㄓ꜄
1263	死	止開三上脂心	sijX	sɨ˥˧	꜂ㄙㄭ	꜂ㄙ
1264	牝	止開三上脂並A	bjijX	bi'˨˦	ㆠㄧ'꜅	ㄅㄧ꜄
1265	履	止開三上脂來	lijX	li˥˧	꜂ㄌㄧ	꜂ㄌㄧ
1266	水	止合三上脂書	sywijX	ʂui˥˧	꜂ㄕㄨㄟ	꜂ㄕㄨㄟ
1267	壘	止合三上脂來	lwijX	lui˥˧	꜂ㄌㄨㄟ	꜂ㄌㄨㄟ
1268	揆	止合三上脂羣A	gjwijX	gui'˨˦	ㆣㄨㄟ'꜅	ㄍㄨㄟ꜄
1269	趡	止合三上脂清	tshwijX	tsʰui˥˧	꜂ㄘㄨㄟ	꜂ㄘㄨㄟ
1270	柅	止開三上脂孃	nrijX	ni˥˧	꜃ㄋㄧ	꜂ㄋㄧ
1271	癸	止合三上脂見A	kjwijX	kui˥˧	꜂ㄍㄨㄟ	꜂ㄍㄨㄟ
1272	否	止開三上脂並B	bijX	bi'˨˦	ㆠㄧ'꜅	ㄅㄧ꜄
1273	㠑	止合三上脂從	dzwijX	dzui'˨˦	ㆡㄨㄟ'꜅	ㄗㄨㄟ꜄
1274	嚭	止開三上脂滂B	phijX	pʰi˥˧	꜂ㄆㄧ	꜂ㄆㄧ
1275	蕊	止合三上脂日	nywijX	ʒui˥˧	꜃ㄖㄨㄟ	꜂ㄖㄨㄟ
1276	唯	止合三上脂以	ywijX	ui˥˧	꜃ㄨㄟ	꜂ㄨㄟ
1277	㰻	止開三上脂影B	’ijX	ʔi˥˧	꜂ㄧ	꜂ㄧ
1278	濢	止合三上脂精	tswijX	tsui˥˧	꜂ㄗㄨㄟ	꜂ㄗㄨㄟ
1279	黹	止開三上脂知	trijX	tʃi˥˧	꜂ㄓㄧ	꜂ㄓ
1280	𡳭	止開三上脂徹	trhijX	tʃʰi˥˧	꜂ㄔㄧ	꜂ㄔ
1281	𧿲	止開三上脂章	tsyijX	tʃiɨ˥˧	꜂ㄓ	꜂ㄓ
1282	䁤	止合三上脂曉A	xjwijX	hui˥˧	꜂ㄏㄨㄟ	꜂ㄏㄨㄟ
1283	䣀	止合三上脂羣B	gwijX	gui'˨˦	ㆣㄨㄟ'꜅	ㄍㄨㄟ꜄
1284	跽	止開三上脂羣B	gijX	gi'˨˦	ㆢㄧ'꜅	ㄐㄧ꜄
1285	巋	止合三上脂溪B	khwijX	kʰui˥˧	꜂ㄎㄨㄟ	꜂ㄎㄨㄟ
1286	止	止開三上之章	tsyiX	tʃiɨ˥˧	꜂ㄓ	꜂ㄓ
1287	市	止開三上之常	dzyiX	ʃʱiɨ'˨˦	ㄕ'꜅	ㄕ꜄
1288	徵	止開三上之知	triX	tʃi˥˧	꜂ㄓㄧ	꜂ㄓ
1289	喜	止開三上之曉	xiX	hi˥˧	꜂ㄒㄧ	꜂ㄒㄧ
1290	紀	止開三上之見	kiX	ki˥˧	꜂ㄐㄧ	꜂ㄐㄧ
1291	以	止開三上之以	yiX	ji˥˧	꜃ㄧ	꜂ㄧ
1292	似	止開三上之邪	ziX	sʱɨ'˨˦	ㄙㄭ'꜅	ㄙ꜄
1293	史	止開三上之生	sriX	ʂɨ˥˧	꜂ㄕㄭ	꜂ㄕ
1294	耳	止開三上之日	nyiX	ɻ˥˧	꜃ㄦ	꜂ㄦ
1295	里	止開三上之來	liX	li˥˧	꜂ㄌㄧ	꜂ㄌㄧ
1296	枲	止開三上之心	siX	sɨ˥˧	꜂ㄙㄭ	꜂ㄙ
1297	始	止開三上之書	syiX	ʃiɨ˥˧	꜂ㄕ	꜂ㄕ
1298	歭	止開三上之澄	driX	dʒi'˨˦	ㄓㄧ'꜅	ㄓ꜄
1299	起	止開三上之溪	khiX	kʰi˥˧	꜂ㄑㄧ	꜂ㄑㄧ
1300	士	止開三上之崇	dzriX	ʂʱɨ'˨˦	ㄕㄭ'꜅	ㄕ꜄
1301	俟	止開三上之俟	zriX	sʱɨ'˨˦/ʂʱɨ'˨˦	ㄙㄭ'꜅/ㄕㄭ'꜅	ㄙ꜄
1302	子	止開三上之精	tsiX	tsɨ˥˧	꜂ㄗㄭ	꜂ㄗ
1303	矣	止開三上之云	hiX	ji˥˧	꜃ㄧ	꜂ㄧ
1304	擬	止開三上之疑	ngiX	(ŋ)i˥˧/ji˥˧	꜃ㄫㄧ/꜃ㄧ	꜂ㄬㄧ
1305	齒	止開三上之昌	tsyhiX	tʃʰiɨ˥˧	꜂ㄔ	꜂ㄔ
1306	恥	止開三上之徹	trhiX	tʃʰi˥˧	꜂ㄔㄧ	꜂ㄔ
1307	㓼	止開三上之初	tsrhiX	ʈʂʰɨ˥˧	꜂ㄔㄭ	꜂ㄔ
1308	滓	止開三上之莊	tsriX	ʈʂɨ˥˧	꜂ㄓㄭ	꜂ㄓ
1309	譩	止開三上之影	’iX	ʔi˥˧	꜂ㄧ	꜂ㄧ
1310	伱	止開三上之孃	nriX	ni˥˧	꜃ㄋㄧ	꜂ㄋㄧ
1311	尾	止合三上微明	mj+jX	vi˥˧	꜃ㄪㄧ	꜂ㄪㄟ
1312	扆	止開三上微影	’j+jX	ʔi˥˧	꜂ㄧ	꜂ㄧ
1313	豈	止開三上微溪	khj+jX	kʰi˥˧	꜂ㄑㄧ	꜂ㄑㄧ
1314	蟣	止開三上微見	kj+jX	ki˥˧	꜂ㄐㄧ	꜂ㄐㄧ
1315	斐	止合三上微滂	phj+jX	fi˥˧	꜂ㄈㄧ	꜂ㄈㄟ
1316	匪	止合三上微幫	pj+jX	fi˥˧	꜂ㄈㄧ	꜂ㄈㄟ
1317	韙	止合三上微云	hjw+jX	ui˥˧	꜃ㄨㄟ	꜂ㄨㄟ
1318	鬼	止合三上微見	kjw+jX	kui˥˧	꜂ㄍㄨㄟ	꜂ㄍㄨㄟ
1319	虺	止合三上微曉	xjw+jX	hui˥˧	꜂ㄏㄨㄟ	꜂ㄏㄨㄟ
1320	顗	止開三上微疑	ngj+jX	(ŋ)i˥˧	꜃(ㄫ)ㄧ	꜂(ㄫ)ㄧ
1321	豨	止開三上微曉	xj+jX	hi˥˧	꜂ㄒㄧ	꜂ㄒㄧ
1322	磈	止合三上微影	’jw+jX	ʔui˥˧	꜂ㄨㄟ	꜂ㄨㄟ
1323	膹	止合三上微並	bj+jX	fʱi'˨˦	ㄈㄧ'꜅	ㄈㄟ꜄
1324	語	遇開三上魚疑	ngjoX	(ŋ)y˥˧	꜃(ㄫ)ㄩ	꜂(ㄫ)ㄩ
1325	吕	遇開三上魚來	ljoX	ly˥˧	꜂ㄌㄩ	꜂ㄌㄩ
1326	佇	遇開三上魚澄	drjoX	dʒy'˨˦	ㄓㄩ'꜅	ㄓㄨ꜄
1327	與	遇開三上魚以	yoX	jy˥˧	꜃ㄩ	꜂ㄩ
1328	䰞	遇開三上魚章	tsyoX	tʃy˥˧	꜂ㄓㄩ	꜂ㄓㄨ
1329	汝	遇開三上魚日	nyoX	ʒy˥˧	꜃ㄖㄩ	꜂ㄖㄨ
1330	暑	遇開三上魚書	syoX	ʃy˥˧	꜂ㄕㄩ	꜂ㄕㄨ
1331	杵	遇開三上魚昌	tsyhoX	tʃʰy˥˧	꜂ㄔㄩ	꜂ㄔㄨ
1332	貯	遇開三上魚知	trjoX	tʃy˥˧	꜂ㄓㄩ	꜂ㄓㄨ
1333	諝	遇開三上魚心	sjoX	sy˥˧	꜂ㄙㄩ	꜂ㄙㄩ
1334	楮	遇開三上魚徹	trhjoX	tʃʰy˥˧	꜂ㄔㄩ	꜂ㄔㄨ
1335	女	遇開三上魚孃	nrjoX	ny˥˧	꜃ㄋㄩ	꜂ㄋㄩ
1336	許	遇開三上魚曉	xjoX	hy˥˧	꜂ㄒㄩ	꜂ㄒㄩ
1337	巨	遇開三上魚羣	gjoX	gy'˨˦	ㆢㄩ'꜅	ㄐㄩ꜄
1338	所	遇開三上魚生	srjoX	ʂu˥˧	꜂ㄕㄨ	꜂ㄕㄨ
1339	楚	遇開三上魚初	tsrhjoX	ʈʂʰu˥˧	꜂ㄔㄨ	꜂ㄔㄨ
1340	阻	遇開三上魚莊	tsrjoX	ʈʂu˥˧	꜂ㄓㄨ	꜂ㄓㄨ
1341	齟	遇開三上魚崇	dzrjoX	ɖʐu'˨˦	ㄓㄨ'꜅	ㄓㄨ꜄
1342	咀	遇開三上魚從	dzjoX	dzy'˨˦	ㆡㄩ'꜅	ㄗㄩ꜄
1343	𢮁	遇開三上魚影	’joX	ʔy˥˧	꜂ㄩ	꜂ㄩ
1344	舉	遇開三上魚見	kjoX	ky˥˧	꜂ㄐㄩ	꜂ㄐㄩ
1345	敘	遇開三上魚邪	zjoX	sʱy'˨˦	ㄙㄩ'꜅	ㄙㄩ꜄
1346	去	遇開三上魚溪	khjoX	kʰy˥˧	꜂ㄑㄩ	꜂ㄑㄩ
1347	紓	遇開三上魚船	zyoX	ʃʱy'˨˦	ㄕㄩ'꜅	ㄕㄨ꜄
1348	野	遇開三上魚常	dzyoX	ʃʱy'˨˦	ㄕㄩ'꜅	ㄕㄨ꜄
1349	𤿚	遇開三上魚清	tshjoX	tsʰy˥˧	꜂ㄘㄩ	꜂ㄘㄩ
1350	苴	遇開三上魚精	tsjoX	tsy˥˧	꜂ㄗㄩ	꜂ㄗㄩ
1351	麌	遇合三上虞疑	ngjuX	(ŋ)y˥˧	꜃(ㄫ)ㄩ	꜂(ㄫ)ㄩ
1352	羽	遇合三上虞云	hjuX	jy˥˧	꜃ㄩ	꜂ㄩ
1353	聚	遇合三上虞從	dzjuX	dzy'˨˦	ㆡㄩ'꜅	ㄗㄩ꜄
1354	甫	遇合三上虞幫	pjuX	fu˥˧	꜂ㄈㄨ	꜂ㄈㄨ
1355	武	遇合三上虞明	mjuX	vu˥˧	꜃ㄪㄨ	꜂ㄪㄨ
1356	父	遇合三上虞並	bjuX	fʱu'˨˦	ㄈㄨ'꜅	ㄈㄨ꜄
1357	撫	遇合三上虞滂	phjuX	fu˥˧	꜂ㄈㄨ	꜂ㄈㄨ
1358	柱	遇合三上虞澄	drjuX	dʒy'˨˦	ㄓㄩ'꜅	ㄓㄨ꜄
1359	詡	遇合三上虞曉	xjuX	hy˥˧	꜂ㄒㄩ	꜂ㄒㄩ
1360	豎	遇合三上虞常	dzyuX	ʃʱy'˨˦	ㄕㄩ'꜅	ㄕㄨ꜄
1361	庾	遇合三上虞以	yuX	jy˥˧	꜃ㄩ	꜂ㄩ
1362	主	遇合三上虞章	tsyuX	tʃy˥˧	꜂ㄓㄩ	꜂ㄓㄨ
1363	傴	遇合三上虞影	’juX	ʔy˥˧	꜂ㄩ	꜂ㄩ
1364	齲	遇合三上虞溪	khjuX	kʰy˥˧	꜂ㄑㄩ	꜂ㄑㄩ
1365	拄	遇合三上虞知	trjuX	tʃy˥˧	꜂ㄓㄩ	꜂ㄓㄨ
1366	乳	遇合三上虞日	nyuX	ʒy˥˧	꜃ㄖㄩ	꜂ㄖㄨ
1367	窶	遇合三上虞羣	gjuX	gy'˨˦	ㆢㄩ'꜅	ㄐㄩ꜄
1368	數	遇合三上虞生	srjuX	ʂu˥˧	꜂ㄕㄨ	꜂ㄕㄨ
1369	矩	遇合三上虞見	kjuX	ky˥˧	꜂ㄐㄩ	꜂ㄐㄩ
1370	取	遇合三上虞清	tshjuX	tsʰy˥˧	꜂ㄘㄩ	꜂ㄘㄩ
1371	縷	遇合三上虞來	ljuX	ly˥˧	꜂ㄌㄩ	꜂ㄌㄩ
1372	𦄼	遇合三上虞心	sjuX	sy˥˧	꜂ㄙㄩ	꜂ㄙㄩ
1373	䝒	遇合三上虞崇	dzrjuX	ɖʐu'˨˦	ㄓㄨ'꜅	ㄓㄨ꜄
1374	姥	遇開一上模明	muX	mu˥˧	꜃ㄇㄨ	꜂ㄇㄨ
1375	土	遇開一上模透	thuX	tʰu˥˧	꜂ㄊㄨ	꜂ㄊㄨ
1376	杜	遇開一上模定	duX	du'˨˦	ㄉㄨ'꜅	ㄉㄨ꜄
1377	魯	遇開一上模來	luX	lu˥˧	꜂ㄌㄨ	꜂ㄌㄨ
1378	蔖	遇開一上模清	tshuX	tsʰu˥˧	꜂ㄘㄨ	꜂ㄘㄨ
1379	覩	遇開一上模端	tuX	tu˥˧	꜂ㄉㄨ	꜂ㄉㄨ
1380	古	遇開一上模見	kuX	ku˥˧	꜂ㄍㄨ	꜂ㄍㄨ
1381	五	遇開一上模疑	nguX	ŋu˥˧	꜃ㄫㄨ	꜂ㄨ
1382	簿	遇開一上模並	buX	bu'˨˦	ㆠㄨ'꜅	ㄅㄨ꜄
1383	粗	遇開一上模從	dzuX	dzu'˨˦	ㆡㄨ'꜅	ㄗㄨ꜄
1384	祖	遇開一上模精	tsuX	tsu˥˧	꜂ㄗㄨ	꜂ㄗㄨ
1385	虎	遇開一上模曉	xuX	hu˥˧	꜂ㄏㄨ	꜂ㄏㄨ
1386	隖	遇開一上模影	’uX	ʔu˥˧	꜂ㄨ	꜂ㄨ
1387	苦	遇開一上模溪	khuX	kʰu˥˧	꜂ㄎㄨ	꜂ㄎㄨ
1388	怒	遇開一上模泥	nuX	nu˥˧	꜃ㄋㄨ	꜂ㄋㄨ
1389	戸	遇開一上模匣	huX	ɦu'˨˦	ㄏㄨ'꜅	ㄏㄨ꜄
1390	普	遇開一上模滂	phuX	pʰu˥˧	꜂ㄆㄨ	꜂ㄆㄨ
1391	補	遇開一上模幫	puX	pu˥˧	꜂ㄅㄨ	꜂ㄅㄨ
1392	薺	蟹開四上齊從	dzejX	dziɪi'˨˦	ㆡㄧ'꜅	ㄗㄧ꜄
1393	禮	蟹開四上齊來	lejX	liɪi˥˧	꜂ㄌㄧ	꜂ㄌㄧ
1394	體	蟹開四上齊透	thejX	tʰiɪi˥˧	꜂ㄊㄧ	꜂ㄊㄧ
1395	䫌	蟹開四上齊滂	phejX	pʰiɪi˥˧	꜂ㄆㄧ	꜂ㄆㄧ
1396	濟	蟹開四上齊精	tsejX	tsiɪi˥˧	꜂ㄗㄧ	꜂ㄗㄧ
1397	邸	蟹開四上齊端	tejX	tiɪi˥˧	꜂ㄉㄧ	꜂ㄉㄧ
1398	弟	蟹開四上齊定	dejX	diɪi'˨˦	ㄉㄧ'꜅	ㄉㄧ꜄
1399	禰	蟹開四上齊泥	nejX	niɪi˥˧	꜃ㄋㄧ	꜂ㄋㄧ
1400	洗	蟹開四上齊心	sejX	siɪi˥˧	꜂ㄙㄧ	꜂ㄙㄧ
1401	泚	蟹開四上齊清	tshejX	tsʰiɪi˥˧	꜂ㄘㄧ	꜂ㄘㄧ
1402	啓	蟹開四上齊溪	khejX	kʰiɪi˥˧	꜂ㄑㄧ	꜂ㄑㄧ
1403	徯	蟹開四上齊曉	hejX	ɦiɪi'˨˦	ㄒㄧ'꜅	ㄒㄧ꜄
1404	米	蟹開四上齊明	mejX	miɪi˥˧	꜃ㄇㄧ	꜂ㄇㄧ
1405	陛	蟹開四上齊並	bejX	biɪi'˨˦	ㆠㄧ'꜅	ㄅㄧ꜄
1406	𠯋	蟹開四上齊影	’ejX	ʔiɪi˥˧	꜂ㄧ	꜂ㄧ
1407	堄	蟹開四上齊疑	ngejX	ŋi˥˧	꜃ㄫㄧ	꜂ㄬㄧ
1408	㪏	蟹開四上齊幫	pejX	piɪi˥˧	꜂ㄅㄧ	꜂ㄅㄧ
1409	蟹	蟹開二上佳匣	heaX	ɦiai'˨˦	ㄒㄧㄞ'꜅	ㄒㄧㄞ꜄
1410	買	蟹開二上佳明	meaX	mai˥˧	꜃ㄇㄞ	꜂ㄇㄞ
1411	䒓	蟹開二上佳溪	kheaX	kʰiai˥˧	꜂ㄑㄧㄞ	꜂ㄑㄧㄞ
1412	廌	蟹開二上佳澄	dreaX	ɖʐai'˨˦	ㄓㄞ'꜅	ㄓㄞ꜄
1413	嬭	蟹開二上佳孃	nreaX	nai˥˧	꜃ㄋㄞ	꜂ㄋㄞ
1414	罷	蟹開二上佳並	beaX	ba'˨˦(!)	ㆠㄚ'꜅	ㄅㄚ꜄
