IPA	正韻卷番	正韻小韻分隔	正韻字頭	正韻反切	ytenx小韻番	正韻牋字頭(ytenx)	正韻牋反切(ytenx)
ʃǐŋ	13	○	聖	式正切	1762	聖	式正切
ʃʒǐŋ	13	○	盛	時正切	1763	盛	時正切
tʃhǐŋ	13	○	稱	丑正切	1764	稱	丑正切
dʒǐŋ	13	○	鄭	直正切	ytenx_digitalization_error_1764_1765	鄭	直正切
tʃǐŋ	13	○	正	之盛切	1765	正	之盛切
lǐŋ	13	○	令	力正切	1766	令	力正切
lǐŋ	13	○	零	NA	1766	零	NA
ʔyuə̌ŋ	13	○	瑩	縈定切	1767	瑩	縈定切
ɖʐə̌ŋ	13	○	鋥	除更切	1768	鋥	除更切
tǐŋ	13	○	釘	丁定切	1769	釘	丁定切
thǐŋ	13	○	聽	他定切	1770	聽	他定切
dǐŋ	13	○	定	徒逕切	1771	定	徒逕切
nǐŋ	13	○	甯	乃定切	1772	甯	乃定切
tsǐŋ	13	○	甑	子孕切	1773	甑	子孕切
jǐŋ	13	○	孕	以證切	1774	孕	以證切
ɦǐŋ	13	○	脛	形定切	1775	脛	形定切
hǐŋ	13	○	興	許應切	1776	興	許應切
ʔǐŋ	13	○	應	於證切	1777	應	於證切
tə̌ŋ	13	○	嶝	丁鄧切	1778	嶝	丁鄧切
də̌ŋ	13	○	鄧	唐亙切	1779	鄧	唐亙切
pə̌ŋ	13	○	堋	逋鄧切	1780	堋	逋鄧切
dzə̌ŋ	13	○	贈	昨亙切	1781	贈	昨亙切
kə̌ŋ	13	○	亙	居鄧切	1782	亙	居鄧切
lə̌ŋ	13	○	稜	魯鄧切	1783	稜	魯鄧切
tshə̌ŋ	13	○	蹭	七鄧切	1784	蹭	七鄧切
ʒǐŋ	13	○	認	而證切	1785	認	而證切
thə̌ŋ	13	○	𤃶	台鄧切	1786	𤃶	台鄧切
jiǒw	13	十九宥¶¶	宥	爰救切	1787	宥	爰救切
jiǒw	13	○	祐	NA	1787	祐	NA
hiǒw	13	○	齅	許救切	1788	齅	許救切
hiǒw	13	○	臭	NA	1788	臭	NA
khiǒw	13	○	糗	兵救切	1788_no_siewx_ghiunh_separator	糗	丘救切
kiǒw	13	○	救	居又切	1789	救	居又切
giǒw	13	○	舊	巨又切	1790	舊	巨又切
fǒw	13	○	副	敷救切	1791	副	敷救切
fvǒw	13	○	復	扶富切	1792	復	扶富切
siǒw	13	○	秀	息救切	1793	秀	息救切
tsiǒw	13	○	僦	卽就切	1794	僦	即就切
sziǒw	13	○	岫	似救切	1795	岫	似救切
dziǒw	13	○	就	疾僦切	1796	就	疾僦切
ʃiǒw	13	○	狩	舒救切	1797	狩	舒救切
tʃhiǒw	13	○	臭	尺救切	1798	臭	尺救切
tʃiǒw	13	○	祝	職救切	1799	祝	職救切
tʃiǒw	13	○	晝	NA	1799	晝	NA
ʃʒiǒw	13	○	授	承呪切	1800	授	承呪切
ʒiǒw	13	○	輮	如又切	1801	輮	如又切
fǒw	13	○	不	俯救切	1802	不	俯救切
ʂǒw	13	○	瘦	所救切	1803	瘦	所救切
tʂhǒw	13	○	簉	初救切	1804	簉	初救切
tʂǒw	13	○	縐	側救切	1805	縐	側救切
ɖʐǒw	13	○	驟	鉏救切	1806	驟	鉏救切
dʒiǒw	13	○	胄	直又切	1807	胄	直又切
dʒiǒw	13	○	伷	NA	1807	伷	NA
dʒiǒw	13	○	冑	NA	1807	冑	NA
liǒw	13	○	溜	力救切	1808	溜	力救切
niǒw	13	○	狃	女救切	1809	狃	女救切
ɦǒw	13	○	候	胡茂切	1810	候	胡茂切
hǒw	13	○	吼	許候切	1811	吼	許候切
khǒw	13	○	寇	丘候切	1812	寇	丘候切
ʔǒw	13	○	漚	於候切	1813	漚	於候切
mǒw	13	○	戊	莫候切	1814	戊	莫候切
sǒw	13	○	漱	先奏切	1815	漱	先奏切
tshǒw	13	○	湊	千候切	1816	湊	千候切
tsǒw	13	○	奏	則候切	1817	奏	則候切
tǒw	13	○	鬬	丁候切	1818	鬬	丁候切
thǒw	13	○	透	他候切	1819	透	他候切
dǒw	13	○	豆	大透切	1820	豆	大透切
lǒw	13	○	漏	郎豆切	1821	漏	郎豆切
nǒw	13	○	耨	乃豆切	1822	耨	乃豆切
ŋǒw	13	○	偶	五豆切	1823	偶	五豆切
kǒw	13	○	冓	居候切	1824	冓	居候切
ʔiǒw	13	○	幼	伊謬切	1825	幼	伊謬切
miǒw	13	○	謬	靡幼切	1826	謬	靡幼切
tshǐm	13	二十沁¶¶	沁	七鴆切	1827	沁	七鴆切
tsǐm	13	○	浸	子鴆切	1828	浸	子鴆切
tʃǐm	13	○	枕	職任切	1829	枕	職任切
ʃʒǐm	13	○	甚	時鴆切	1830	甚	時鴆切
ʒǐm	13	○	任	汝鴆切	1831	任	汝鴆切
ʂə̌m	13	○	滲	所禁切	1832	滲	所禁切
tʂhə̌m	13	○	讖	楚禁切	1833	讖	楚禁切
tʂə̌m	13	○	譖	側禁切	1834	譖	側禁切
tʃhǐm	13	○	闖	丑禁切	1835	闖	丑禁切
lǐm	13	○	臨	力禁切	1836	臨	力禁切
gǐm	13	○	紟	巨禁切	1837	紟	巨禁切
dʒǐm	13	○	鴆	眞禁切	1838	鴆	直禁切
nǐm	13	○	賃	女禁切	1839	賃	女禁切
kǐm	13	○	禁	居廕切	1840	禁	居廕切
ʔǐm	13	○	䕃	於禁切	1841	蔭	於禁切
ʃǐm	13	○	深	式禁切	1842	深	式禁切
(ŋ)jǐm	13	○	吟	宜禁切	1843	吟	宜禁切
khǎm	13	二十　一勘¶¶	勘	苦紺切	1844	勘	苦紺切
kǎm	13	○	紺	古暗切	1845	紺	古暗切
ɦǎm	13	○	憾	胡紺切	1846	憾	胡紺切
ʔǎm	13	○	暗	烏紺切	1846_no_siewx_ghiunh_separator	暗	烏紺切
tshǎm	13	○	參	七紺切	1847	參	七紺切
thǎm	13	○	探	他紺切	1848	探	他紺切
khǎm	13	○	闞	苦濫切	1849	闞	苦濫切
dzǎm	13	○	暫	昨濫切	1850	暫	昨濫切
dzǎm	13	○	儳	NA	1850	儳	NA
sǎm	13	○	三	息暫切	1851	三	息暫切
tǎm	13	○	擔	都濫切	1852	擔	都濫切
dǎm	13	○	淡	徒濫切	1853	淡	徒濫切
thǎm	13	○	賧	吐濫切	1854	賧	吐濫切
lǎm	13	○	濫	盧瞰切	1855	濫	盧瞰切
ɦiǎm	13	○	陷	乎韽切	1856	陷	乎韽切
ʔiǎm	13	○	韽	於陷切	1857	韽	於陷切
tʂǎm	13	○	蘸	莊陷切	1858	蘸	莊陷切
ɖʐǎm	13	○	湛	丈陷切	1859	湛	丈陷切
kiǎm	13	○	鑑	古陷切	1860	鑑	古陷切
ɦiǎm	13	○	檻	胡監切	1861	檻	胡監切
ɖʐǎm	13	○	讒	士監切	1862	讒	士監切
ʂǎm	13		摲	所鑑切	1863	摲	所鑑切
fvǎm	13	○	梵	扶泛切	1864	梵	扶泛切
jiɛ̌m	13	二十二豔¶¶	豔	以贍切	1865	豔	以贍切
jiɛ̌m	13	○	鹽	NA	1865	鹽	NA
jiɛ̌m	13	○	炎	NA	1865	炎	NA
ʔiɛ̌m	13	○	厭	於豔切	1866	厭	於豔切
piɛ̌m	13	○	窆	陂驗切	1867	窆	波驗切
tshiɛ̌m	13	○	塹	七豔切	1868	塹	七豔切
ʃiɛ̌m	13	○	苫	舒贍切	1869	苫	舒贍切
tʃhiɛ̌m	13	○	襜	冒豔切	1870	襜	昌豔切
tʃiɛ̌m	13	○	占	章豔切	1871	占	章豔切
ʒiɛ̌m	13	○	染	而豔切	1872	染	而豔切
liɛ̌m	13	○	斂	力驗切	1873	斂	力驗切
thiɛ̌m	13	○	㮇	他念切	1874	㮇	他念切
tiɛ̌m	13	○	店	都念切	1875	店	都念切
niɛ̌m	13	○	念	奴玷切	1876	念	奴玷切
khiɛ̌m	13	○	歉	詰念切	1877	歉	詰念切
tsiɛ̌m	13	○	僭	子念切	1878	僭	子念切
(ŋ)jiɛ̌m	13	○	釅	魚欠切	1879	釅	魚欠切
niɛ̌m	13	○	黏	尼欠切	1880	黏	尼欠切
hiɛ̌m	13	○	脅	虚欠切	1881	脅	虛欠切
khiɛ̌m	13	○	欠	去劒切	1882	欠	去劍切
kiɛ̌m	13	○	劒	居欠切	1883	劍	居欠切
ʔuk	14	入聲¶¶¶一屋¶¶	屋	烏谷切	1884	屋	烏谷切
kuk	14	○	穀	古祿切	1885	穀	古祿切
khuk	14	○	酷	枯沃切	1886	酷	枯沃切
huk	14	○	熇	呼木切	1887	熇	呼木切
ɦȕk	14	○	縠	胡谷切	1888	縠	胡谷切
puk	14	○	卜	博木切	1889	卜	博木切
phuk	14	○	撲	普卜切	1890	撲	普卜切
bȕk	14	○	僕	步木切	1891	僕	步木切
mȕk	14	○	木	莫卜切	1892	木	莫卜切
suk	14	○	速	蘇谷切	1893	速	蘇谷切
syuk	14	○	夙	蘇玉切	1894	夙	蘇玉切
tshuk	14	○	蔟	千木切	1895	蔟	千木切
dzȕk	14	○	族	昨木切	1896	族	昨木切
thuk	14	○	禿	他谷切	1897	禿	他禿切
dȕk	14	○	牘	杜谷切	1898	牘	杜谷切
lȕk	14	○	祿	盧谷切	1899	祿	盧谷切
fuk	14	○	福	方六切	1900	福	方六切
fvȕk	14	○	伏	房六切	1901	伏	房六切
tsyuk	14	○	蹙	子六切	1902	蹙	子六切
ʃyuk	14	○	叔	式竹切	1903	叔	式竹切
tʃhyuk	14	○	柷	昌六切	1904	柷	昌六切
hyuk	14	○	畜	許六切	1905	畜	許六切
tʃyuk	14	○	祝	之六切	1906	祝	之六切
kyuk	14	○	匊	居六切	1907	匊	居六切
ʃʒyȕk	14	○	孰	神六切	1908	孰	神六切
ʒyȕk	14	○	肉	而六切	1909	肉	而六切
jyȕk	14	○	育	余六切	1910	育	余六切
ʔyuk	14	○	郁	乙六切	1911	郁	乙六切
(ŋ)jyȕk	14	○	玉	魚欲切	1912	玉	魚欲切
ʂuk	14	○	縮	所六切	1913	縮	所六切
dʒyȕk	14	○	逐	直六切	1914	逐	直六切
nyȕk	14	○	朒	女六切	1915	朒	女六切
khyuk	14	○	麴	丘六切	1916	麴	丘六切
gyȕk	14	○	局	渠玉切	1917	局	渠玉切
tsyuk	14	○	足	縱玉切	1918	足	縱玉切
szyȕk	14	○	續	松玉切	1919	續	松玉切
tuk	14	○	篤	都毒切	1920	篤	都毒切
tʃit	14	二質¶¶	質	職日切	1921	質	職日切
ʃit	14	○	失	式質切	1922	失	式質切
ʃʒȉt	14		實	同上切	1923	實	人室切
tʃhit	14	○	叱	尺栗切	1924	叱	尺栗切
ʒȉt	14	○	日	人質切	1925	日	人質切
ʂut	14	○	率	朔律切	1926	率	朔律切
sit	14	○	悉	息七切	1927	悉	息七切
tshit	14	○	七	戚悉切	1928	七	戚悉切
tsit	14	○	堲	子悉切	1929	堲	子悉切
dzȉt	14	○	疾	昨悉切	1930	疾	昨悉切
pit	14	○	必	壁吉切	1931	必	壁吉切
bȉt	14	○	弼	薄密切	1932	弼	薄密切
mȉt	14	○	密	覓筆切	1933	密	覓筆切
phit	14	○	匹	僻吉切	1934	匹	僻吉切
dʒȉt	14	○	秩	直質切	1935	秩	直質切
lȉt	14	○	栗	力質切	1936	栗	力質切
nȉt	14	○	暱	尼質切	1937	暱	尼質切
(ŋ)jȉt	14	○	仡	魚乞切	1938	仡	魚乞切
jȉt	14	○	逸	弋質切	1939	逸	弋質切
ʔit	14	○	一	益悉切	1940	一	益悉切
khit	14	○	乞	欺訖切	1941	乞	欺訖切
kit	14	○	吉	激質切	1942	吉	激質切
hit	14	○	肸	黑乙切	1943	肸	黑乙切
kyut	14	○	橘	厥筆切	1944	橘	厥筆切
tyut	14	○	祋	都律切	1945	祋	都律切
hyut	14	○	矞	休筆切	1946	矞	休筆切
ʃʒyȕt	14	○	術	食律切	1947	術	食律切
tʃhyut	14	○	出	尺律切	1948	出	尺律切
syut	14	○	恤	雪律切	1949	恤	雪律切
tshyut	14	○	焌	促律切	1950	焌	促律切
tsyut	14	○	卒	卽律切	1951	卒	即律切
dzyȕt	14	○	崒	昨律切	1952	崒	昨律切
tʃyut	14	○	窋	竹律切	1953	窋	竹律切
lyȕt	14	○	律	劣戌切	1954	律	劣戌切
jyȕt	14	○	聿	以律切	1955	聿	以律切
tʂət	14	○	櫛	側瑟切	1956	櫛	側瑟切
ʂət	14	○	瑟	色櫛切	1957	瑟	色櫛切
vȕt	14	○	勿	文拂切	1958	勿	文拂切
fut	14	○	拂	敷勿切	1959	拂	敷勿切
fvȕt	14		佛	符勿切	1960	佛	符勿切
hyut	14	○	欻	許勿切	1961	欻	許勿切
wȕt	14	○	䬑	王勿切	ytenx_digitalization_error_1961_1962	䬑	王勿切
khyut	14	○	屈	曲勿切	1962	屈	曲勿切
kyut	14	○	屈	九勿切	1963	屈	九勿切
gyȕt	14	○	倔	渠勿切	1964	倔	渠勿切
ʔyut	14	○	鬱	紆勿切	1965	鬱	紆勿切
mȕt	14	○	沒	莫勃切	1966	沒	莫勃切
bȕt	14	○	孛	蒲沒切	1967	孛	蒲沒切
put	14	○	不	逋沒切	1968	不	逋沒切
sut	14	○	窣	蘇骨切	1969	窣	蘇骨切
tshut	14	○	卒	蒼沒切	1970	卒	蒼沒切
tsut	14	○	卒	臧沒切	1971	卒	臧沒切
tut	14	○	咄	當沒切	1972	咄	當沒切
lȕt	14	○	硉	盧沒切	1973	硉	盧沒切
phut	14	○	朏	普沒切	1974	朏	普沒切
thut	14	○	突	吐納切	1975	突	吐訥切
nȕt	14	○	訥	奴骨切	1976	訥	奴骨切
ɦə̏t	14	○	覈	下沒切	1977	覈	下沒切
ɦȕt	14	○	鶻	胡骨切	1978	鶻	胡骨切
hut	14	○	忽	呼骨切	1979	忽	呼骨切
khut	14	○	窟	苦骨切	1980	窟	苦骨切
kut	14	○	骨	古忽切	1981	骨	古忽切
ŋȕt	14	○	兀	五忽切	1982	兀	五忽切
ŋȕt	14	○	屼	NA	1982	屹	NA
ʔut	14	○	媼	烏骨切	1983	媼	烏骨切
ɦɔ̏t	14	三曷¶¶	曷	何葛切	1984	曷	何葛切
hɔt	14	○	喝	許葛切	1985	喝	許葛切
khɔt	14	○	渴	丘葛切	1986	渴	丘葛切
kɔt	14		葛	居曷切	1987	葛	居曷切
ʔɔt	14	○	遏	阿葛切	1988	遏	阿葛切
mwɔ̏t	14	○	末	莫葛切	1989	末	莫葛切
ɦwɔ̏t	14	○	活	户括切	1990	活	戶括切
hwɔt	14	○	豁	呼括切	1991	豁	呼括切
khwɔt	14	○	闊	苦括切	1992	闊	苦括切
kwɔt	14	○	括	古活切	1993	括	古活切
ʔwɔt	14	○	斡	烏活切	1994	斡	烏活切
pwɔt	14	○	撥	北末切	1995	撥	北末切
phwɔt	14	○	潑	普活切	1996	潑	普活切
bwɔ̏t	14	○	跋	蒲撥切	1997	跋	蒲撥切
tshwɔt	14	○	撮	倉括切	1998	撮	倉括切
tswɔt	14	○	繓	子括切	1999	繓	子括切
twɔt	14	○	掇	都括切	2000	掇	都括切
thwɔt	14	○	脫	他括切	2001	脫	他括切
dwɔ̏t	14	○	奪	徒活切	2002	奪	徒活切
lwɔ̏t	14	○	捋	盧活切	2003	捋	盧活切
ɦiȁt	14	四轄¶¶	轄	胡八切	2004	轄	胡八切
(ŋ)jiȁt	14	○	蘖	牙八切	2005	蘖	牙八切
sat	14	○	薩	桑轄切	2006	薩	桑轄切
dzȁt	14	○	巀	才達切	2007	巀	才達切
tat	14	○	笪	當拔切	2008	笪	當拔切
dȁt	14	○	達	堂滑切	2009	達	堂滑切
that	14	○	闥	他達切	2010	闥	他達切
lȁt	14	○	剌	郎達切	2011	剌	郎達切
nȁt	14	○	捺	乃八切	2012	捺	乃八切
tshat	14	○	攃	七煞切	2013	攃	七煞切
kiat	14	○	戛	訖黠切	2014	戛	訖黠切
ʔiat	14	○	軋	乙黠切	2015	軋	乙黠切
ɦwȁt	14	○	猾	户八切	2016	猾	戶八切
pat	14	○	八	布拔切	2017	八	布拔切
ʂat	14	○	殺	山戛切	2018	殺	山戛切
tʂhat	14	○	察	初戛切	2019	察	初戛切
tʂat	14	○	札	側八切	2020	札	側八切
nwȁt	14	○	豽	女滑切	2021	豽	女滑切
khiat	14	○	楬	丘瞎切	2022	楬	丘瞎切
kwat	14	○	刮	古滑切	2023	刮	古滑切
ʂwat	14	○	刷	數滑切	2024	刷	數滑切
tʂat	14	○	哳	陟轄切	2025	哳	陟轄切
mȁt	14	○	帓	莫轄切	2026	帓	莫轄切
that	14	○	獺	逖轄切	2027	獺	逖轄切
hiat	14	○	瞎	許轄切	2028	瞎	許轄切
ɖʐȁt	14	○	䥷	查轄切	2029	𨰉	查轄切
tswat	14	○	拶	宗滑切	2030	拶	宗滑切
fvȁt	14	○	伐	房滑切	2031	伐	房滑切
vȁt	14	○	韈	無發切	2032	韈	無發切
fat	14	○	髮	方伐切	2033	髮	方伐切
siɛt	15	五屑¶¶	屑	先結切	2034	屑	先結切
siɛt	15	○	𨇨	NA	2034	𨇨	NA
(ŋ)jiɛ̏t	15	○	孽	魚列切	2035	孽	魚列切
kiɛt	15	○	結	古屑切	2036	結	古屑切
khyuɛt	15	○	闕	丘月切	2037	闕	丘月切
giɛ̏t	15	○	朅	竒熱切	2038	朅	琦熱切
biɛ̏t	15	○	別	避列切	2039	別	避列切
piɛt	15	○	鼈	必列切	2040	鼈	必列切
liɛ̏t	15	○	列	良薛切	2041	列	良薛切
(ŋ)jyuɛ̏t	15	○	月	魚厥切	2042	月	魚厥切
ʔiɛt	15	○	謁	於歇切	2043	謁	於歇切
ɦyuɛ̏t	15	○	穴	胡决切	2044	穴	胡决切
hyuɛt	15	○	烕	呼决切	2045	烕	呼决切
tʃyuɛt	15	○	拙	朱劣切	2046	拙	朱劣切
miɛ̏t	15	○	滅	彌列切	2047	滅	彌列切
giɛ̏t	15	○	傑	巨列切	2048	傑	巨列切
ʒiɛ̏t	15	○	熱	而列切	2049	熱	而列切
phiɛt	15	○	撆	匹蔑切	2050	撆	匹蔑切
syuɛt	15	○	雪	蘇絶切	2051	雪	蘇絕切
khiɛt	15	○	挈	詰結切	2052	挈	詰結切
dʒyuɛ̏t	15	○	茁	側劣切	2053	茁	側劣切
dzyuɛt	15	○	絕	情雪切	2054	絕	情雪切
ʃyuɛt	15	○	說	輸爇切	2055	說	輸𤑔切
tsiɛt	15	○	節	子結切	2056	節	子結切
dziɛ̏t	15	○	截	昨結切	2057	截	昨結切
thiɛt	15	○	鐵	他結切	2058	鐵	他結切
ʔyuɛt	15	○	抉	一决切	2059	抉	一决切
tʃhyuɛt	15		歠	昌悅切	2060	歠	昌悅切
lyuɛ̏t	15	○	劣	力輟切	2061	劣	力輟切
ʒyuɛ̏t	15	○	爇	儒劣切	2062	𤑔	儒劣切
kyuɛt	15	○	厥	居月切	2063	厥	居月切
kyuɛt	15	○	鴂	NA	2063	鴂	NA
tʃhiɛt	15	○	徹	敕列切	2064	徹	敕列切
dʒiɛ̏t	15	○	轍	直列切	2065	轍	直列切
gyuɛ̏t	15	○	橜	其月切	2066	橜	其月切
tʃiɛt	15	○	浙	之列切	2067	浙	之列切
ɦiɛ̏t	15	○	纈	胡結切	2068	纈	胡結切
jiɛ̏t	15	○	曳	延結切	2069	曳	延結切
ʃiɛt	15	○	設	式列切	2070	設	式列切
niɛ̏t	15	○	涅	乃結切	2071	涅	乃結切
ʃʒiɛ̏t	15	○	舌	食列切	2072	舌	食列切
diɛ̏t	15	○	耊	杜結切	2073	耋	杜結切
hiɛt	15	○	歇	許竭切	2074	歇	許竭切
tshiɛt	15		切	千結切	2075	切	千結切
ʂwat	15	○	刷	所劣切	2076	刷	所劣切
jiɔ̏k	15	六藥¶¶	藥	弋灼切	2077	藥	弋灼切
(ŋ)jiɔ̏k	15	○	嶽	逆角切	2078	嶽	逆角切
ʔiɔk	15	○	渥	乚角切	2079	渥	乙角切
ʔiɔk	15	○	約	乚却切	2080	約	乙却切
hiɔk	15	○	謔	迄却切	2081	謔	迄却切
fvɔ̏k	15	○	縛	符約切	2082	縛	符約切
siɔk	15	○	削	息約切	2083	削	息約切
sɔk	15	○	索	昔各切	2084	索	昔各切
tshɔk	15	○	錯	七各切	2085	錯	七各切
tshiɔk	15	○	鵲	七雀切	2086	鵲	七雀切
dziɔ̏k	15	○	皭	疾雀切	2087	皭	疾雀切
tsiɔk	15	○	爵	卽約切	2088	爵	即約切
tsɔk	15	○	作	卽各切	2089	作	即各切
dzɔ̏k	15	○	昨	疾各切	2090	昨	疾各切
ʃiɔk	15	○	鑠	式灼切	2091	鑠	式灼切
ɖʐɔ̏k	15	○	浞	食角切	2092	浞	食角切
ʂɔk	15	○	朔	色角切	2093	朔	色角切
tʃiɔk	15	○	灼	職略切	2094	灼	職略切
dʒiɔ̏k	15	○	箸	直略切	2095	箸	直略切
tʃhiɔk	15	○	綽	尺約切	2096	綽	尺約切
ʃʒiɔ̏k	15	○	杓	裳灼切	2097	杓	裳灼切
ʒiɔ̏k	15	○	若	如灼切	2098	若	如灼切
liɔ̏k	15	○	略	力灼切	2099	略	力灼切
khiɔk	15	○	却	乞約切	2100	却	乞約切
khyuɔk	15	○	躩	丘縛切	2101	躩	丘縛切
khɔk	15	○	恪	克各切	2102	恪	克各切
kiɔk	15		覺	訖岳切	2103	覺	訖岳切
giɔ̏k	15	○	噱	極虐切	2104	噱	極虐切
kyuɔk	15	○	矍	厥縛切	2105	矍	厥縛切
kɔk	15	○	各	葛鶴切	2106	各	葛鶴切
ʔwɔk	15	○	雘	烏郭切	2107	雘	烏郭切
hwɔk	15	○	霍	忽郭切	2108	霍	忽郭切
ɦwɔ̏k	15	○	穫	胡郭切	2109	穫	胡郭切
hyuɔk	15	○	戄	許縛切	2110	戄	許縛切
thɔk	15	○	託	他各切	2111	託	他各切
lɔ̏k	15	○	洛	歴各切	2112	洛	歷各切
nɔ̏k	15	○	諾	奴各切	2113	諾	奴各切
pɔk	15	○	博	伯各切	2114	博	伯各切
bɔ̏k	15	○	雹	弼角切	2115	雹	弼角切
tɦɔ̏k	15	○	鐸	達各切	2116	鐸	達各切
phɔk	15	○	朴	匹各切	2117	朴	匹各切
mɔ̏k	15	○	莫	末各切	2118	莫	末各切
ɦɔ̏k	15	○	鶴	曷各切	2119	鶴	曷各切
hɔk	15	○	𦞦	黒各切	2120	臛	黑各切
ɦiɔ̏k	15	○	學	轄覺切	2121	學	轄覺切
khwɔk	15	○	廓	苦郭切	2122	廓	苦郭切
kwɔk	15	○	郭	古博切	2123	郭	古博切
ʔɔk	15	○	惡	遏各切	2124	惡	遏各切
ŋɔ̏k	15		諤	逆各切	2125	諤	逆各切
tʂhɔk	15	○	娖	測角切	2126	娖	測角切
tʂɔk	15	○	捉	竹角切	2127	捉	竹角切
ɖʐɔ̏k	15	○	濁	直角切	2128	濁	直角切
tʂhɔk	15	○	㪬	敕角切	not_found_in_tciengh_ghiunh_tsen	not_found_in_tciengh_ghiunh_tsen	not_found_in_tciengh_ghiunh_tsen
mə̏k	16	¶七陌¶¶	陌	莫白切	2129	陌	莫白切
phək	16	○	拍	普伯切	2130	拍	普伯切
pək	16	○	百	博陌切	2131	百	博陌切
bə̏k	16	○	白	簿陌切	2132	白	薄陌切
ɖʐə̏k	16	○	宅	直格切	2133	宅	直格切
tʂhək	16	○	坼	耻格切	2134	坼	恥格切
pək	16	○	檗	博厄切	2135	檗	搏厄切
hək	16	○	赫	呼格切	2136	赫	呼格切
hək	16	○	黑	迄得切	2137	黑	迄得切
khək	16	○	客	乞格切	2138	客	乞格切
kək	16		格	各頟切	2139	格	各頟切
ŋə̏k	16	○	額	卾格切	2140	額	鄂格切
ɦwə̏k	16	○	畫	霍虢切	2141	畫	霍虢切
kwək	16	○	虢	古伯切	2142	虢	古伯切
ʂək	16	○	索	色窄切	2143	索	色窄切
tʂək	16	○	窄	側格切	2144	窄	側格切
ʔək	16	○	厄	乙革切	2145	厄	乙革切
ɖʐə̏k	16	○	賾	士革切	2146	賾	士革切
sik	16	○	昔	思積切	2147	昔	思積切
tshik	16	○	刺	七迹切	2148	刺	七迹切
szȉk	16	○	席	祥亦切	2149	席	祥亦切
dzȉk	16	○	寂	前歴切	2150	寂	前歷切
tsik	16	○	積	資昔切	2151	積	資昔切
ʃik	16	○	釋	施隻切	2152	釋	施隻切
tʃhik	16	○	尺	昌石切	2153	尺	昌石切
tʃhik	16	○	𪀦	NA	2153	𪀦	NA
tʃik	16	○	隻	之石切	2154	隻	之石切
tʃik	16	○	膱	NA	2154	膱	NA
ʃʒȉk	16	○	石	裳隻切	2155	石	裳隻切
dʒȉk	16	○	擲	直隻切	2156	擲	直隻切
ʔik	16	○	益	伊昔切	2157	益	伊昔切
jȉk	16		繹	夷益切	2158	繹	夷益切
pik	16	○	壁	必歴切	2159	壁	必歷切
phik	16	○	僻	匹亦切	2160	僻	匹亦切
nȉk	16	○	匿	女力切	2161	匿	女力切
bȉk	16	○	闢	毗亦切	2162	闢	毗亦切
gyuə̏k	16	○	玃	俱碧切	2163	玃	俱碧切
khyuək	16	○	躩	驅碧切	2164	躩	驅碧切
hik	16	○	虩	迄逆切	2165	𧈅	迄逆切
kik	16	○	戟	訖逆切	2166	戟	訖逆切
gȉk	16	○	劇	竭戟切	2167	劇	竭戟切
(ŋ)jȉk	16	○	逆	宜㦸切	2168	逆	宜戟切
khyuək	16	○	隙	乞逆切	2169	隙	乞逆切
mȉk	16	○	覓	莫狄切	2170	覓	莫狄切
tik	16	○	的	丁歴切	2171	的	丁歷切
thik	16	○	逖	他歴切	2172	逖	他歷切
dȉk	16	○	狄	杜歴切	2173	狄	杜歷切
lȉk	16	○	厯	郞狄切	2174	歷	郎狄切
ɦȉk	16	○	檄	刑狄切	2175	檄	刑狄切
khik	16	○	喫	苦擊切	2176	喫	苦擊切
khyuək	16	○	闃	苦狊切	2177	闃	苦狊切
kyuək	16	○	狊	古闃切	2178	狊	古闃切
hyuək	16	○	殈	呼狊切	2179	殈	呼狊切
ʃʒȉk	16	○	寔	丞職切	2180	寔	丞職切
tʂhik	16	○	測	初力切	2181	測	初力切
dzȉk	16	○	崱	疾力切	2182	崱	疾力切
dzə̏k	16	○	賊	疾則切	2183	賊	疾則切
tsik	16	○	卽	節力切	2184	卽	節力切
jyuə̏k	16	○	域	越逼切	2185	域	越逼切
tək	16	○	德	多則切	2186	德	多則切
thək	16	○	忒	惕德切	2187	忒	惕德切
də̏k	16	○	特	敵德切	2188	特	敵德切
lə̏k	16	○	勒	歴德切	2189	勒	歷德切
pək	16	○	北	必勒切	2190	北	必勒切
bə̏k	16	○	匐	步黑切	2191	匐	步黑切
mə̏k	16	○	墨	宻北切	2192	墨	密北切
sək	16	○	塞	悉則切	2193	塞	悉則切
tsək	16	○	則	子德切	2194	則	子德切
ɦə̏k	16	○	劾	胡得切	2195	劾	胡得切
ɦwə̏k	16	○	或	穫北切	2196	或	穫北切
ɦwə̏k	16	○	獲	胡麥切	2197	獲	胡麥切
tship	16	八緝¶¶	緝	七入切	2198	緝	七入切
tʂɨp	16	○	戢	側入切	2199	戢	側入切
sip	16	○	霫	息入切	2200	霫	息入切
szȉp	16	○	習	席入切	2201	習	席入切
dzȉp	16	○	集	秦入切	2202	集	秦入切
tʃip	16	○	執	質入切	2203	執	質入切
dʒȉp	16	○	蟄	直立切	2204	蟄	直立切
tʃhip	16	○	蟄	尺入切	2205	蟄	尺入切
ʃʒȉp	16	○	十	寔執切	2206	十	寔執切
ʒȉp	16	○	入	日執切	2207	入	日執切
ʂɨp	16	○	澀	色入切	2208	澀	色入切
lȉp	16	○	立	力入切	2209	立	力入切
