Index	小韻	canonicalForm	反切	葉碼
1238	諀	止開三上支滂A	匹婢	3_10
1239	䓈	止合三上支以	羊捶	3_10
1240	惢	止合三上支從	才捶	3_10
1241	跬	止合三上支溪B	丘弭	3_10
1242	狔	止開三上支孃	女氏	3_10
1243	硊	止合三上支疑B	魚毀	3_10
1244	跪	止合三上支羣B	渠委	3_10
1245	褫	止開三上支徹	敕豸	3_10
1246	㨖	止開三上支知	陟侈	3_10
1247	𪖪	止開三上支曉B	興倚	3_10
1248	企	止合三上支溪B	丘弭	3_10
1249	菙	止合三上支常	時髓	3_10
1250	枳	止開三上支見A	居帋	3_10
1251	旨	止開三上脂章	職雉	3_10
1252	視	止開三上脂常	承矢	3_10
1253	美	止開三上脂明B	無鄙	3_10
1254	鄙	止開三上脂幫B	方美	3_10
1255	兕	止開三上脂邪	徐姊	3_10
1256	几	止開三上脂見A	居履	3_10/3_11
1257	𡛷	止開三上脂精	將几	3_11
1258	匕	止開三上脂幫A	卑履	3_11
1259	軌	止合三上脂見B	居洧	3_11
1260	洧	止合三上脂云	榮美	3_11
1261	矢	止開三上脂書	式視	3_11
1262	雉	止開三上脂澄	直几	3_11
1263	死	止開三上脂心	息姊	3_11
1264	牝	止開三上脂並A	扶履	3_11
1265	履	止開三上脂來	力几	3_11
1266	水	止合三上脂書	式軌	3_11
1267	壘	止合三上脂來	力軌	3_11
1268	揆	止合三上脂羣A	求癸	3_11
1269	趡	止合三上脂清	千水	3_11
1270	柅	止開三上脂孃	女履	3_11
1271	癸	止合三上脂見A	居誄	3_11
1272	否	止開三上脂並B	符鄙	3_12/3_11
1273	㠑	止合三上脂從	徂累	3_12
1274	嚭	止開三上脂滂B	匹鄙	3_12
1275	蕊	止合三上脂日	如壘	3_12
1276	唯	止合三上脂以	以水	3_12
1277	㰻	止開三上脂影A	於几	3_12
1278	濢	止合三上脂精	遵誄	3_12
1279	黹	止開三上脂知	豬几	3_12
1280	𡳭	止開三上脂徹	楮几	3_12
1281	𧿲	止開三上脂章	止姊	3_12
1282	䁤	止合三上脂曉A	火癸	3_12
1283	䣀	止合三上脂羣B	曁軌	3_12
1284	跽	止開三上脂羣A	曁几	3_12
1285	巋	止合三上脂溪B	丘軌	3_12
1286	止	止開三上之章	諸市	3_12
1287	市	止開三上之常	時止	3_12
1288	徵	止開三上之知	陟里	3_12
1289	喜	止開三上之曉	虚里	3_12
1290	紀	止開三上之見	居理	3_12
1291	以	止開三上之以	羊己	3_12
1292	似	止開三上之邪	詳里	3_12/3_13
1293	史	止開三上之生	踈士	3_13
1294	耳	止開三上之日	而止	3_13
1295	里	止開三上之來	良士	3_13
1296	枲	止開三上之心	胥里	3_13
1297	始	止開三上之書	詩止	3_13
1298	歭	止開三上之澄	直里	3_13
1299	起	止開三上之溪	墟里	3_13
1300	士	止開三上之崇	鉏里	3_13
1301	俟	止開三上之俟	牀史	3_13
1302	子	止開三上之精	即里	3_13/3_14
1303	矣	止開三上之云	于紀	3_14
1304	擬	止開三上之疑	魚紀	3_14
1305	齒	止開三上之昌	昌里	3_14
1306	恥	止開三上之徹	敕里	3_14
1307	㓼	止開三上之初	初紀	3_14
1308	滓	止開三上之莊	阻史	3_14
1309	譩	止開三上之影	於擬	3_14
1310	伱	止開三上之孃	乃里	3_14
1311	尾	止合三上微明	無匪	3_14
1312	扆	止開三上微影	於豈	3_14
1313	豈	止開三上微溪	袪狶	3_14
1314	蟣	止開三上微見	居狶	3_14
1315	斐	止合三上微滂	敷尾	3_14
1316	匪	止合三上微幫	府尾	3_14
1317	韙	止合三上微云	于鬼	3_14
1318	鬼	止合三上微見	居偉	3_14
1319	虺	止合三上微曉	許偉	3_14
1320	顗	止開三上微疑	魚豈	3_14
1321	豨	止開三上微曉	虚豈	3_14
1322	磈	止合三上微影	於鬼	3_14
1323	膹	止合三上微並	浮鬼	3_14/3_15
1324	語	遇開三上魚疑	魚巨	3_15
1325	吕	遇開三上魚來	力舉	3_15
1326	佇	遇開三上魚澄	直吕	3_15
1327	與	遇開三上魚以	余吕	3_15
1328	䰞	遇開三上魚章	章与	3_15
1329	汝	遇開三上魚日	人渚	3_15
1330	暑	遇開三上魚書	舒吕	3_15
1331	杵	遇開三上魚昌	昌與	3_15
1332	貯	遇開三上魚知	丁吕	3_15
1333	諝	遇開三上魚心	私吕	3_15
1334	楮	遇開三上魚徹	丑吕	3_15
1335	女	遇開三上魚孃	尼吕	3_16
1336	許	遇開三上魚曉	虚吕	3_16
1337	巨	遇開三上魚羣	其吕	3_16
1338	所	遇開三上魚生	踈舉	3_16
1339	楚	遇開三上魚初	創舉	3_16
1340	阻	遇開三上魚莊	側吕	3_16
1341	齟	遇開三上魚崇	牀吕	3_16
1342	咀	遇開三上魚從	慈吕	3_16
1343	𢮁	遇開三上魚影	於許	3_16
1344	舉	遇開三上魚見	居許	3_16
1345	敘	遇開三上魚邪	徐吕	3_16
1346	去	遇開三上魚溪	羌舉	3_16
1347	紓	遇開三上魚船	神與	3_16
1348	野	遇開三上魚常	承與	3_16
1349	𤿚	遇開三上魚清	七與	3_16
1350	苴	遇開三上魚精	子與	3_16
1351	麌	遇合三上虞疑	虞矩	3_16
1352	羽	遇合三上虞云	王矩	3_16/3_17
1353	聚	遇合三上虞從	慈庾	3_17
1354	甫	遇合三上虞幫	方矩	3_17
1355	武	遇合三上虞明	文甫	3_18/3_17
1356	父	遇合三上虞並	扶雨	3_18
1357	撫	遇合三上虞滂	芳武	3_18
1358	柱	遇合三上虞澄	直主	3_18
1359	詡	遇合三上虞曉	況羽	3_18
1360	豎	遇合三上虞常	臣庾	3_18
1361	庾	遇合三上虞以	以主	3_18
1362	主	遇合三上虞章	之庾	3_18
1363	傴	遇合三上虞影	於武	3_18
1364	齲	遇合三上虞溪	驅雨	3_18
1365	拄	遇合三上虞知	知庾	3_18
1366	乳	遇合三上虞日	而主	3_18
1367	窶	遇合三上虞羣	其矩	3_18
1368	數	遇合三上虞生	所矩	3_18
1369	矩	遇合三上虞見	俱雨	3_18/3_19
1370	取	遇合三上虞清	七庾	3_19
1371	縷	遇合三上虞來	力主	3_19
1372	𦄼	遇合三上虞心	相庾	3_19
1373	䝒	遇合三上虞崇	鶵禹	3_19
1374	姥	遇開一上模明	莫補	3_19
1375	土	遇開一上模透	他魯	3_19
1376	杜	遇開一上模定	徒古	3_19
1377	魯	遇開一上模來	郎古	3_19
1378	蔖	遇開一上模清	采古	3_19
1379	覩	遇開一上模端	當古	3_19
1380	古	遇開一上模見	公戸	3_19/3_20
1381	五	遇開一上模疑	疑古	3_20
1382	簿	遇開一上模並	裴古	3_20
1383	粗	遇開一上模從	徂古	3_20
1384	祖	遇開一上模精	則古	3_20
1385	虎	遇開一上模曉	呼古	3_20
1386	隖	遇開一上模影	安古	3_20
1387	苦	遇開一上模溪	康杜	3_20
1388	怒	遇開一上模泥	奴古	3_20
1389	戸	遇開一上模匣	侯古	3_20
1390	普	遇開一上模滂	滂古	3_21/3_20
1391	補	遇開一上模幫	博古	3_21
1392	薺	蟹開四上齊從	徂禮	3_21
1393	禮	蟹開四上齊來	盧啓	3_21
1394	體	蟹開四上齊透	他禮	3_21
1395	䫌	蟹開四上齊滂	匹米	3_21
1396	濟	蟹開四上齊精	子禮	3_21
1397	邸	蟹開四上齊端	都禮	3_21
1398	弟	蟹開四上齊定	徒禮	3_21
1399	禰	蟹開四上齊泥	奴禮	3_21
1400	洗	蟹開四上齊心	先禮	3_21
1401	泚	蟹開四上齊清	千禮	3_21
1402	啓	蟹開四上齊溪	康禮	3_21
1403	徯	蟹開四上齊曉	胡禮	3_22/3_21
1404	米	蟹開四上齊明	莫禮	3_22
1405	陛	蟹開四上齊並	傍禮	3_22
1406	𠯋	蟹開四上齊影	烏弟	3_22
1407	堄	蟹開四上齊疑	研啓	3_22
1408	㪏	蟹開四上齊幫	補米	3_22
1409	蟹	蟹開二上佳匣	胡買	3_22
1410	買	蟹開二上佳明	莫蟹	3_22
1411	䒓	蟹開二上佳溪	苦蟹	3_22
1412	廌	蟹開二上佳澄	宅買	3_22
1413	嬭	蟹開二上佳孃	奴蟹	3_22
1414	罷	蟹開二上佳並	薄蟹	3_22
1415	矮	蟹開二上佳影	烏蟹	3_22
1416	擺	蟹開二上佳幫	北買	3_22
1417	解	蟹開二上佳見	佳買	3_22
1418	灑	蟹開二上佳生	所蟹	3_22
1419	𦫳	蟹合二上佳見	乖買	3_22
1420	㧳	蟹合二上佳澄	丈夥	3_22
1421	夥	蟹合二上佳匣	懷𦫳	3_22
1422	扮	蟹合二上佳曉	花夥	3_22
1423	箉	蟹開二上佳羣	求蟹	3_22
1424	駭	蟹開二上皆匣	侯楷	3_22
1425	楷	蟹開二上皆溪	苦駭	3_22
1426	騃	蟹開二上皆疑	五駭	3_22
1427	挨	蟹開二上皆影	於駭	3_22
1428	賄	蟹合一上灰曉	呼罪	3_22
1429	猥	蟹合一上灰影	烏賄	3_23/3_22
1430	磥	蟹合一上灰來	落猥	3_23
1431	錞	蟹合一上灰定	徒猥	3_23
1432	辠	蟹合一上灰從	徂賄	3_23
1433	浼	蟹合一上灰明	武罪	3_23
1434	骽	蟹合一上灰透	吐猥	3_23
1435	瘣	蟹合一上灰匣	胡罪	3_23
1436	䫥	蟹合一上灰溪	口猥	3_23
1437	𦞙	蟹合一上灰端	都罪	3_23
1438	餧	蟹合一上灰泥	奴罪	3_23
1439	𩬳	蟹合一上灰知	陟賄	3_23
1440	頠	蟹合一上灰疑	五罪	3_23
1441	皠	蟹合一上灰清	七罪	3_23
1442	琲	蟹合一上灰並	蒲罪	3_23
1443	嶊	蟹合一上灰精	子罪	3_23
1444	倄	蟹合一上灰云	于罪	3_23
1445	海	蟹開一上咍曉	呼改	3_23
1446	愷	蟹開一上咍溪	苦亥	3_23
1447	宰	蟹開一上咍精	作亥	3_24
1448	駘	蟹開一上咍定	徒亥	3_24
1449	乃	蟹開一上咍泥	奴亥	3_24
1450	改	蟹開一上咍見	古亥	3_24
1451	亥	蟹開一上咍匣	胡改	3_24
1452	啡	蟹開一上咍滂	匹愷	3_24
1453	采	蟹開一上咍清	倉宰	3_24
1454	茝	蟹開一上咍昌	昌紿	3_24
1455	等	蟹開一上咍端	多改	3_24
1456	䆀	蟹開一上咍明	莫亥	3_24
1457	在	蟹開一上咍從	昨宰	3_24
1458	俖	蟹開一上咍滂	普乃	3_24
1459	欸	蟹開一上咍影	於改	3_24
1460	佁	蟹開一上咍以	夷在	3_24
1461	㘆	蟹開一上咍透	他亥	3_24
1462	疓	蟹開一上咍日	如亥	3_24
1463	𨦂	蟹開一上咍來	來改	3_24
1464	䑂	蟹開一上咍以	與改	3_24
1465	倍	蟹開一上咍並	薄亥	3_24
1466	軫	臻開三上眞章	章忍	3_24
1467	辴	臻開三上眞徹	丑忍	3_24
1468	腎	臻開三上眞常	時忍	3_24
1469	忍	臻開三上眞日	而軫	3_24
1470	矤	臻開三上眞書	式忍	3_24
1471	嶙	臻開三上眞來	良忍	3_24
1472	紖	臻開三上眞澄	直引	3_25/3_24
1473	緊	臻開三上眞見A	居忍	3_25
1474	盡	臻開三上眞從	慈忍	3_25
1475	㯸	臻開三上眞精	即忍	3_25
1476	牝	臻開三上眞並A	毗忍	3_25
1477	釿	臻開三上眞疑A	宜引	3_25
1478	笉	臻開三上眞清	七忍	3_25
1479	窘	臻合三上眞羣B	渠殞	3_25
1480	引	臻開三上眞以	余忍	3_25
1481	愍	臻開三上眞明B	眉殞	3_25
1482	泯	臻開三上眞明A	武盡	3_25
1483	殞	臻合三上眞云	于敏	3_25
1484	準	臻合三上諄章	之尹	3_25
1485	尹	臻合三上諄以	余準	3_25
1486	筍	臻合三上諄心	思尹	3_26/3_25
1487	蝡	臻合三上諄日	而允	3_26
1488	蠢	臻合三上諄昌	尺尹	3_26
1489	盾	臻合三上諄船	食尹	3_26
1490	偆	臻合三上諄徹	癡準	3_26
1491	耣	臻合三上諄來	力準	3_26
1492	𣯍	臻合三上諄日	而尹	3_26
1493	𦃢	臻合三上諄溪	丘尹	3_26
1494	螼	臻開三上眞溪A	弃忍	3_26
1495	賰	臻合三上諄書	式允	3_26
1496	脪	臻開三上眞曉A	興腎	3_26
1497	濜	臻開三上眞崇	鉏紖	3_26
1498	屒	臻開三上眞章	珍忍	3_26
1499	吻	臻合三上文明	武粉	3_26
1500	粉	臻合三上文幫	方吻	3_26
1501	憤	臻合三上文並	房吻	3_26
1502	忿	臻合三上文滂	敷粉	3_26
1503	惲	臻合三上文影	於粉	3_26
1504	齳	臻合三上文疑	魚吻	3_26
1505	抎	臻合三上文云	云粉	3_26
1506	𧼐	臻合三上文溪	丘粉	3_26
1507	隱	臻開三上欣影	於謹	3_26
1508	謹	臻開三上欣見	居隱	3_27/3_26
1509	𧤛	臻開三上臻莊	仄謹	3_27
1510	赾	臻開三上欣溪	丘謹	3_27
1511	近	臻開三上欣羣	其謹	3_27
1512	齔	臻開三上臻初	初謹	3_27
1513	听	臻開三上欣疑	牛謹	3_27
1514	䘆	臻開三上欣曉	休謹	3_27
1515	阮	臻合三上元疑	虞遠	3_27
1516	遠	臻合三上元云	雲阮	3_27
1517	偃	臻開三上元影	於幰	3_27
1518	湕	臻開三上元見	居偃	3_27
1519	寋	臻開三上元羣	其偃	3_27
1520	𧥛	臻開三上元溪	去偃	3_27
1521	𧥜	臻開三上元疑	語偃	3_27
1522	幰	臻開三上元曉	虚偃	3_27
1523	晚	臻合三上元明	無遠	3_27
1524	反	臻合三上元幫	府遠	3_27
1525	𧯦	臻合三上元羣	求晚	3_27
1526	婉	臻合三上元影	於阮	3_27
1527	䅚	臻合三上元溪	去阮	3_27
1528	暅	臻合三上元曉	况晚	3_27
1529	飯	臻合三上元並	扶晚	3_27
1530	混	臻合一上魂匣	胡本	3_28
1531	翉	臻合一上魂滂	普本	3_28
1532	忖	臻合一上魂清	倉本	3_28
1533	本	臻合一上魂幫	布忖	3_28
1534	損	臻合一上魂心	蘇本	3_28
1535	𠟃	臻合一上魂精	兹損	3_28
1536	穩	臻合一上魂影	烏本	3_28
1537	囤	臻合一上魂定	徒損	3_28
1538	鱒	臻合一上魂從	才本	3_28
1539	𩩌	臻合一上魂見	古本	3_28
1540	畽	臻合一上魂透	他衮	3_28
1541	閫	臻合一上魂溪	苦本	3_28
1542	㤻	臻合一上魂來	盧本	3_28
1543	獖	臻合一上魂並	蒲本	3_28
1544	懣	臻合一上魂明	模本	3_28
1545	㶧	臻合一上魂泥	乃本	3_28
1546	𦃕	臻合一上魂曉	虚本	3_28
1547	很	臻開一上痕匣	胡墾	3_28
1548	墾	臻開一上痕溪	康很	3_28
1549	䫀	臻開一上痕見	古很	3_28
1550	旱	山開一上寒匣	胡笴	3_28
1551	亶	山開一上寒端	多旱	3_29/3_28
1552	坦	山開一上寒透	他但	3_29
1553	散	山開一上寒心	蘇旱	3_29
1554	但	山開一上寒定	徒旱	3_29
1555	瓉	山開一上寒從	藏旱	3_29
1556	笴	山開一上寒見	古旱	3_29
1557	嬾	山開一上寒來	落旱	3_29
1558	侃	山開一上寒溪	空旱	3_29
1559	䍐	山開一上寒曉	呼旱	3_29
1560	䰖	山開一上寒精	作旱	3_29
1561	緩	山合一上桓匣	胡管	3_29
1562	短	山合一上桓端	都管	3_29
1563	椀	山合一上桓影	烏管	3_29
1564	疃	山合一上桓透	吐緩	3_29
1565	算	山合一上桓心	蘇管	3_29
1566	管	山合一上桓見	古滿	3_29
1567	卵	山合一上桓來	盧管	3_29
1568	款	山合一上桓溪	苦管	3_29
1569	煗	山合一上桓泥	乃管	3_30/3_29
1570	纂	山合一上桓精	作管	3_30
1571	伴	山合一上桓並	蒲旱	3_30
1572	滿	山合一上桓明	莫旱	3_30
1573	粄	山合一上桓幫	博管	3_30
1574	鄹	山合一上桓邪	辝纂	3_30
1575	斷	山合一上桓定	徒管	3_30
1576	攤	山開一上寒泥	奴但	3_30
1577	坢	山合一上桓滂	普伴	3_30
1578	潸	山開二上刪生	數板	3_30
1579	綰	山合二上刪影	烏板	3_30
1580	版	山開二上刪幫	布綰	3_30
1581	䩆	山開二上刪莊	側板	3_30
1582	赧	山開二上刪孃	奴板	3_30
1583	僩	山開二上刪匣	下赧	3_30
1584	睆	山合二上刪匣	戸板	3_30
1585	阪	山開二上刪並	扶板	3_30
1586	矕	山開二上刪明	武板	3_30
1587	𪘪	山開二上刪崇	士板	3_30
1588	𪗙	山開二上刪疑	五板	3_30
1589	㹽	山開二上刪初	初板	3_30
1590	眅	山開二上刪滂	普板	3_30
1591	撰	山合二上刪崇	雛鯇	3_30
1592	産	山開二上山生	所簡	3_30
1593	限	山開二上山匣	胡簡	3_30
1594	𥇅	山開二上山明	武簡	3_30
1595	簡	山開二上山見	古限	3_30
1596	剗	山開二上山初	初限	3_30
1597	棧	山開二上山崇	士限	3_30/3_31
1598	眼	山開二上山疑	五限	3_31
1599	醆	山開二上山莊	阻限	3_31
1600	㦃	山合二上山初	初綰	3_31
1601	齦	山開二上山溪	起限	3_31
1602	銑	山開四上先心	蘇典	3_31
1603	腆	山開四上先透	他典	3_31
1604	典	山開四上先端	多殄	3_31
1605	蝘	山開四上先影	於殄	3_31
1606	殄	山開四上先定	徒典	3_31
1607	繭	山開四上先見	古典	3_31
1608	峴	山開四上先匣	胡典	3_31
1609	顯	山開四上先曉	呼典	3_31
1610	㨠	山開四上先明	彌殄	3_31
1611	撚	山開四上先泥	乃殄	3_31
1612	編	山開四上先幫	方典	3_31
1613	泫	山合四上先匣	胡畎	3_31
1614	𡿨	山合四上先見	姑泫	3_31/3_32
1615	辮	山開四上先並	薄泫	3_32
1616	犬	山合四上先溪	苦泫	3_32
1617	𥧬	山開四上先溪	牽繭	3_32
1618	齞	山開四上先疑	研峴	3_32
1619	獮	山開三上仙心	息淺	3_32
1620	演	山開三上仙以	以淺	3_32
1621	踐	山開三上仙從	慈演	3_32
1622	展	山開三上仙知	知演	3_32
1623	𦗢	山開三上仙章	旨善	3_32
1624	趁	山開三上仙孃	尼展	3_32
1625	淺	山開三上仙清	七演	3_32
1626	闡	山開三上仙昌	昌善	3_32
1627	遣	山開三上仙溪A	去演	3_32
1628	蹇	山開三上仙見B	九輦	3_32
1629	善	山開三上仙常	常演	3_32/3_33
1630	翦	山開三上仙精	即淺	3_33
1631	蹨	山開三上仙日	人善	3_33
1632	𦆀	山開三上仙邪	徐翦	3_33
1633	輦	山開三上仙來	力展	3_33
1634	齴	山開三上仙疑B	魚蹇	3_33
1635	件	山開三上仙羣B	其輦	3_33
1636	辯	山開三上仙並B	符蹇	3_33
1637	緬	山開三上仙明A	彌兖	3_33
1638	褊	山開三上仙幫A	方緬	3_33
1639	臇	山合三上仙精	子兖	3_33
1640	雋	山合三上仙從	徂兖	3_33
1641	辡	山開三上仙幫B	方免	3_33
1642	兖	山合三上仙以	以轉	3_33
1643	臠	山合三上仙來	力兖	3_33
1644	轉	山合三上仙知	陟兖	3_33
1645	卷	山合三上仙見B	居轉	3_33
1646	圈	山合三上仙羣B	渠篆	3_33
1647	輭	山合三上仙日	而兖	3_33/3_34
1648	舛	山合三上仙昌	昌兖	3_34
1649	膞	山合三上仙常	市兖	3_34
1650	篆	山合三上仙澄	持兖	3_34
1651	剸	山合三上仙章	旨兖	3_34
1652	選	山合三上仙心	思兖	3_34
1653	撰	山合三上仙崇	士免	3_34
1654	蜎	山合三上仙羣A	狂兖	3_34
1655	蠉	山合三上仙曉A	香兖	3_34
1656	楩	山開三上仙並A	符善	3_34
1657	免	山開三上仙明B	亡辨	3_34
1658	搌	山開三上仙徹	丑善	3_34
1659	鴘	山開三上仙滂B	披免	3_34
1660	㒄	山開三上仙書	式善	3_34
1661	㫃	山開三上仙影B	於蹇	3_34
1662	邅	山開三上仙澄	除善	3_34
1663	棧	山合三上仙崇	士免	3_34
1664	篠	效開四上蕭心	先鳥	3_34
1665	皎	效開四上蕭見	古了	3_34
1666	鳥	效開四上蕭端	都了	3_34
1667	了	效開四上蕭來	盧鳥	3_34/3_35
1668	朓	效開四上蕭透	土了	3_35
1669	䥵	效開四上蕭曉	馨皛	3_35
1670	杳	效開四上蕭影	烏皎	3_35
1671	嬲	效開四上蕭泥	奴鳥	3_35
1672	皛	效開四上蕭匣	胡了	3_35
1673	窕	效開四上蕭定	徒了	3_35
1674	磽	效開四上蕭溪	苦皎	3_35
1675	湫	效開四上蕭精	子了	3_35
1676	小	效開三上宵心	私兆	3_35
1677	肇	效開三上宵澄	治小	3_35
1678	沼	效開三上宵章	之少	3_35
1679	夭	效開三上宵影B	於兆	3_35
1680	巐	效開三上宵徹	丑小	3_35
1681	少	效開三上宵書	書沼	3_35
1682	擾	效開三上宵日	而沼	3_35
1683	摽	效開三上宵並A	符少	3_35/3_36
1684	𪍑	效開三上宵昌	尺沼	3_36
1685	縹	效開三上宵滂A	敷沼	3_36
1686	眇	效開三上宵明A	亡沼	3_36
1687	紹	效開三上宵常	市沼	3_36
1688	矯	效開三上宵見B	居夭	3_36
1689	表	效開三上宵幫B	陂嬌	3_36
1690	褾	效開三上宵幫A	方小	3_36
1691	藨	效開三上宵並B	平表	3_36
1692	鷕	效開三上宵以	以沼	3_36
1693	悄	效開三上宵清	親小	3_36
1694	𠞰	效開三上宵精	子小	3_36
1695	𨲭	效開三上宵羣B	巨夭	3_36
1696	繚	效開三上宵來	力小	3_36
1697	麃	效開三上宵滂B	滂表	3_36
1698	闄	效開三上宵影A	於小	3_36
1699	巧	效開二上肴溪	苦絞	3_36
1700	澩	效開二上肴匣	下巧	3_36
1701	飽	效開二上肴幫	博巧	3_36
1702	㺒	效開二上肴孃	奴巧	3_36
1703	卯	效開二上肴明	莫飽	3_36/3_37
1704	絞	效開二上肴見	古巧	3_37
1705	爪	效開二上肴莊	側絞	3_37
1706	拗	效開二上肴影	於絞	3_37
1707	鮑	效開二上肴並	薄巧	3_37
1708	齩	效開二上肴疑	五巧	3_37
1709	䰫	效開二上肴崇	士絞	3_37
1710	煼	效開二上肴初	初爪	3_37
1711	䝤	效開二上肴知	張絞	3_37
1712	𢾐	效開二上肴生	山巧	3_37
1713	晧	效開一上豪匣	胡老	3_37
1714	抱	效開一上豪並	薄浩	3_37
1715	老	效開一上豪來	盧晧	3_37
1716	討	效開一上豪透	他浩	3_37
1717	道	效開一上豪定	徒晧	3_38/3_37
1718	堖	效開一上豪泥	奴晧	3_38
1719	㛮	效開一上豪心	蘇老	3_38
1720	倒	效開一上豪端	都晧	3_38
1721	草	效開一上豪清	采老	3_38
1722	早	效開一上豪精	子晧	3_38
1723	皁	效開一上豪從	昨早	3_38
1724	暠	效開一上豪見	古老	3_38
1725	好	效開一上豪曉	呼晧	3_38
1726	蓩	效開一上豪明	武道	3_38
1727	寶	效開一上豪幫	博抱	3_38
1728	襖	效開一上豪影	烏晧	3_38
1729	考	效開一上豪溪	苦浩	3_38
1730	𦽀	效開一上豪疑	五老	3_38/3_39
1731	哿	果開一上歌見	古我	3_39
1732	瑳	果開一上歌清	千可	3_39
1733	嚲	果開一上歌端	丁可	3_39
1734	縒	果開一上歌心	蘇可	3_39
1735	爹	果開一上歌定	徒可	3_39
1736	我	果開一上歌疑	五可	3_39
1737	袉	果開一上歌透	吐可	3_39
1738	㰁	果開一上歌來	來可	3_39
1739	橠	果開一上歌泥	奴可	3_39
1740	荷	果開一上歌匣	胡可	3_39
1741	㰤	果開一上歌曉	虚我	3_39
1742	可	果開一上歌溪	枯我	3_39
1743	𨵌	果開一上歌影	烏可	3_39
1744	左	果開一上歌精	臧可	3_39
1745	果	果合一上戈見	古火	3_39
1746	埵	果合一上戈端	丁果	3_39
1747	鎖	果合一上戈心	蘇果	3_39/3_40
1748	墮	果合一上戈定	徒果	3_40
1749	妥	果合一上戈透	他果	3_40
1750	麼	果合一上戈明	亡果	3_40
1751	坐	果合一上戈從	徂果	3_40
1752	㛂	果合一上戈疑	五果	3_40
1753	裸	果合一上戈來	郎果	3_40
1754	婐	果合一上戈影	烏果	3_40
1755	㛂	果合一上戈泥	奴果	3_40
1756	跛	果合一上戈幫	布火	3_40
1757	叵	果合一上戈滂	普火	3_40
1758	禍	果合一上戈匣	胡果	3_40
1759	火	果合一上戈曉	呼果	3_40
1760	顆	果合一上戈溪	苦果	3_40
1761	爸	果合一上戈並	捕可	3_40
1762	脞	果合一上戈清	倉果	3_40
1763	硰	果合一上戈精	作可	3_40
1764	馬	假開二上麻明	莫下	3_40
1765	者	假開三上麻章	章也	3_40
1766	野	假開三上麻以	羊者	3_41/3_40
1767	雅	假開二上麻疑	五下	3_41
1768	檟	假開二上麻見	古疋	3_41
1769	灑	假開二上麻生	砂下	3_41
1770	啞	假開二上麻影	烏下	3_41
1771	灺	假開三上麻邪	徐野	3_41
1772	下	假開二上麻匣	胡雅	3_41
1773	寫	假開三上麻心	悉姐	3_41
1774	𡎬	果合三上戈精	𩛠瓦	3_41
1775	乜	假開三上麻明	彌也	3_41
1776	且	假開三上麻清	七也	3_41
1777	㗿	假開二上麻曉	許下	3_41
1778	社	假開三上麻常	常者	3_41
1779	跒	假開二上麻溪	苦下	3_41
1780	跁	假開二上麻並	傍下	3_41
1781	捨	假開三上麻書	書冶	3_41
1782	姐	假開三上麻精	兹野	3_41
1783	把	假開二上麻幫	博下	3_41
1784	踝	假合二上麻匣	胡瓦	3_41
1785	寡	假合二上麻見	古瓦	3_41
1786	瓦	假合二上麻疑	五寡	3_41
1787	若	假開三上麻日	人者	3_41
1788	鮓	假開二上麻莊	側下	3_41
1789	觰	假開二上麻知	都賈	3_41
1790	槎	假開二上麻崇	士下	3_41
1791	奲	假開三上麻昌	昌者	3_41
1792	䋾	假開二上麻知	竹下	3_41
1793	䋈	假開二上麻孃	奴下	3_41
1794	髁	假合二上麻溪	苦瓦	3_41/3_42
1795	䂳	假合二上麻初	叉瓦	3_42
1796	䊬	假合二上麻徹	丑寡	3_42
1797	葰	假合二上麻生	沙瓦	3_42
1798	奼	假開二上麻徹	丑下	3_42
1799	藞	假開二上麻來	盧下	3_42
1800	養	宕開三上陽以	餘兩	3_42
1801	像	宕開三上陽邪	徐兩	3_42
1802	㢡	宕開三上陽精	即兩	3_42
1803	㒳	宕開三上陽來	良㢡	3_42
1804	鞅	宕開三上陽影	於兩	3_42
1805	勥	宕開三上陽羣	其兩	3_42
1806	仰	宕開三上陽疑	魚兩	3_42
1807	磢	宕開三上陽初	初兩	3_42
1808	想	宕開三上陽心	息兩	3_42
1809	掌	宕開三上陽章	諸兩	3_42
1810	𤕤	宕開三上陽生	踈兩	3_42
1811	響	宕開三上陽曉	許兩	3_42
1812	敞	宕開三上陽昌	昌兩	3_42
1813	繈	宕開三上陽見	居兩	3_43/3_42
1814	丈	宕開三上陽澄	直兩	3_43
1815	昶	宕開三上陽徹	丑兩	3_43
1816	獷	宕合三上陽見	居往	3_43
1817	壤	宕開三上陽日	如兩	3_43
1818	賞	宕開三上陽書	書兩	3_43
1819	髣	宕合三上陽滂	妃兩	3_43
1820	网	宕合三上陽明	文兩	3_43
1821	昉	宕合三上陽幫	分网	3_43
1822	枉	宕合三上陽影	紆往	3_43
1823	往	宕合三上陽云	于兩	3_43
1824	怳	宕合三上陽曉	許昉	3_43
1825	搶	宕開三上陽清	七兩	3_43
1826	長	宕開三上陽知	知丈	3_43
1827	上	宕開三上陽常	時掌	3_43
1828	俇	宕合三上陽羣	求往	3_43
1829	臩	宕合三上陽見	俱往	3_43
1830	𩦠	宕合三上陽並	毗養	3_43
1831	䫪	宕開三上陽初	初丈	3_43
1832	蕩	宕開一上唐定	徒朗	3_43
1833	顙	宕開一上唐心	蘇朗	3_43
1834	廣	宕合一上唐見	古晃	3_43
1835	榜	宕開一上唐幫	北朗	3_43/3_44
1836	駔	宕開一上唐精	子朗	3_44
